sample	samples	SH3PXD2B	CTTN	WASL	GRB2	SRC	CD2AP	CAPZA1	sample_type
TCGA-D5-6530-01	TCGA-D5-6530-01	9.753	12.49	11.09	11.8	11.71	11.33	11.8	Primary Tumor
TCGA-A6-6137-01	TCGA-A6-6137-01	9.75	12.12	11.08	11.61	11.74	11.35	11.75	Primary Tumor
TCGA-CM-6674-01	TCGA-CM-6674-01	9.743	12.39	10.2	11.72	11.28	11.29	11.77	Primary Tumor
TCGA-G4-6315-01	TCGA-G4-6315-01	9.742	12.11	10.87	11.72	12.17	11.3	12.07	Primary Tumor
TCGA-G4-6317-02	TCGA-G4-6317-02	9.74	12.75	10.88	11.39	11.78	11.48	11.81	Recurrent Tumor
TCGA-CM-5861-01	TCGA-CM-5861-01	9.736	12.37	10.65	11.31	11.56	11.44	12.03	Primary Tumor
TCGA-AD-6890-01	TCGA-AD-6890-01	9.734	12.5	10.48	11.88	11.63	10.71	11.36	Primary Tumor
TCGA-DM-A28E-01	TCGA-DM-A28E-01	9.728	12.49	10.6	11.42	11.91	11.2	12.19	Primary Tumor
TCGA-CA-5797-01	TCGA-CA-5797-01	9.722	12.09	10.9	11.08	11.88	11	12.02	Primary Tumor
TCGA-AZ-6601-01	TCGA-AZ-6601-01	9.699	12.48	10.77	11.91	10.52	11	11.96	Primary Tumor
TCGA-NH-A50T-01	TCGA-NH-A50T-01	9.693	12.27	10.94	11.59	11.4	10.95	11.78	Primary Tumor
TCGA-DM-A1D0-01	TCGA-DM-A1D0-01	9.68	11.98	10.69	11.79	11.55	11.24	12.25	Primary Tumor
TCGA-CM-5864-01	TCGA-CM-5864-01	9.68	11.47	10.37	11.08	10.86	11.47	12.44	Primary Tumor
TCGA-CM-6161-01	TCGA-CM-6161-01	9.672	11.95	10.99	11.21	11.34	11.39	11.88	Primary Tumor
TCGA-AA-3697-01	TCGA-AA-3697-01	9.67	12.47	10.71	11.6	11.75	11.05	12.33	Primary Tumor
TCGA-CA-5255-01	TCGA-CA-5255-01	9.669	12.69	11.02	11.63	11.48	11.13	11.72	Primary Tumor
TCGA-AZ-6608-01	TCGA-AZ-6608-01	9.667	12.64	10.29	11.49	11.61	10.89	11.94	Primary Tumor
TCGA-CA-5254-01	TCGA-CA-5254-01	9.654	13	10.78	11.73	12.13	11.31	11.48	Primary Tumor
TCGA-DM-A28M-01	TCGA-DM-A28M-01	9.65	11.84	10.68	11.51	11.09	11.17	12.17	Primary Tumor
TCGA-AA-A02K-01	TCGA-AA-A02K-01	9.636	12.45	11.04	11.37	12.19	10.95	11.63	Primary Tumor
TCGA-AZ-6599-01	TCGA-AZ-6599-01	9.635	12.04	11.05	11.23	11.73	11.37	11.53	Primary Tumor
TCGA-A6-2679-11	TCGA-A6-2679-11	9.623	12.62	11.7	11.9	11.48	11.76	11.79	Solid Tissue Normal
TCGA-AA-3509-01	TCGA-AA-3509-01	9.622	12.19	10.26	11.46	11.32	11.04	13.08	Primary Tumor
TCGA-A6-5661-01	TCGA-A6-5661-01	9.622	12.17	10.82	11.56	10.43	11.98	12.52	Primary Tumor
TCGA-NH-A8F7-01	TCGA-NH-A8F7-01	9.61	12.31	11	11.87	12.08	10.81	11.76	Primary Tumor
TCGA-D5-6537-01	TCGA-D5-6537-01	9.609	11.88	10.54	12.28	11.67	10.76	11.9	Primary Tumor
TCGA-QL-A97D-01	TCGA-QL-A97D-01	9.607	12.17	10.63	10.91	11.16	11.44	11.9	Primary Tumor
TCGA-AZ-5407-01	TCGA-AZ-5407-01	9.595	12.08	11.04	11.41	10.68	11.24	12.08	Primary Tumor
TCGA-4N-A93T-01	TCGA-4N-A93T-01	9.586	13.14	10.82	12.01	12.28	11.21	10.95	Primary Tumor
TCGA-AA-3713-01	TCGA-AA-3713-01	9.573	12.84	11.26	11.77	11.01	11.66	11.77	Primary Tumor
TCGA-A6-5666-01	TCGA-A6-5666-01	9.572	12.11	10.86	11.56	10.68	11.16	12.48	Primary Tumor
TCGA-CK-4950-01	TCGA-CK-4950-01	9.556	12.39	11.19	11.6	11.68	10.97	11.78	Primary Tumor
TCGA-CM-4744-01	TCGA-CM-4744-01	9.548	12.64	10.8	11.23	11	10.94	12.14	Primary Tumor
TCGA-A6-6650-01	TCGA-A6-6650-01	9.495	12.4	11.86	11.74	11.67	11.47	12.02	Primary Tumor
TCGA-D5-7000-01	TCGA-D5-7000-01	9.482	12.52	11.22	11.4	11.25	11.21	11.79	Primary Tumor
TCGA-AD-6888-01	TCGA-AD-6888-01	9.44	12.89	10.41	11.95	12.36	10.33	11.72	Primary Tumor
TCGA-DM-A1HB-01	TCGA-DM-A1HB-01	9.417	12.22	10.4	11.62	11.33	11.24	12.15	Primary Tumor
TCGA-RU-A8FL-01	TCGA-RU-A8FL-01	9.406	12.3	10.83	11.66	11.8	11.12	11.84	Primary Tumor
TCGA-AM-5820-01	TCGA-AM-5820-01	9.396	11.89	10.04	11.73	11.5	11.27	12.46	Primary Tumor
TCGA-A6-5662-01	TCGA-A6-5662-01	9.389	12.58	11	11.48	12.01	11.48	11.46	Primary Tumor
TCGA-G4-6626-01	TCGA-G4-6626-01	9.38	11.97	10.85	11.74	11.95	11.21	11.16	Primary Tumor
TCGA-AZ-5403-01	TCGA-AZ-5403-01	9.371	11.98	11.58	11.19	11.21	10.81	12.61	Primary Tumor
TCGA-F4-6808-01	TCGA-F4-6808-01	9.364	12.44	10.65	11.66	12.18	10.48	11.11	Primary Tumor
TCGA-5M-AATA-01	TCGA-5M-AATA-01	9.343	12.37	10.35	11.65	11.85	10.82	11.92	Primary Tumor
TCGA-AA-3495-01	TCGA-AA-3495-01	9.339	12.2	11.24	11.91	11.62	11.13	12.22	Primary Tumor
TCGA-CM-5862-01	TCGA-CM-5862-01	9.339	11.72	11.26	10.77	10.75	11.18	12.7	Primary Tumor
TCGA-A6-2671-11	TCGA-A6-2671-11	9.335	12.59	12.04	11.93	11.57	11.7	11.58	Solid Tissue Normal
TCGA-CK-6746-01	TCGA-CK-6746-01	9.327	12.57	12.04	11.28	10.34	11.11	11.78	Primary Tumor
TCGA-A6-2686-01	TCGA-A6-2686-01	9.312	11.45	11.41	11.9	10.89	10.11	12.29	Primary Tumor
TCGA-QG-A5Z2-01	TCGA-QG-A5Z2-01	9.292	12.55	11.07	11.6	11.3	11.71	12.04	Primary Tumor
TCGA-AA-A01Z-01	TCGA-AA-A01Z-01	9.292	11.99	11.02	10.65	11.19	11.04	11.76	Primary Tumor
TCGA-AA-A02Y-01	TCGA-AA-A02Y-01	9.291	12.38	10.69	11.35	11.56	10.68	11.74	Primary Tumor
TCGA-AY-6197-01	TCGA-AY-6197-01	9.284	12.68	11.02	11.65	11.27	11.41	12.03	Primary Tumor
TCGA-CA-5796-01	TCGA-CA-5796-01	9.284	11.53	12.02	11.45	11.29	12.19	12.14	Primary Tumor
TCGA-AA-3520-11	TCGA-AA-3520-11	9.274	12.4	12.03	11.94	11.53	11.88	11.99	Solid Tissue Normal
TCGA-AZ-4682-01	TCGA-AZ-4682-01	9.273	11.94	11.03	11.25	11.23	10.87	12.96	Primary Tumor
TCGA-AA-3527-11	TCGA-AA-3527-11	9.271	12.37	12.18	11.92	11.6	12.02	12.08	Solid Tissue Normal
TCGA-NH-A50U-01	TCGA-NH-A50U-01	9.269	12.72	11.04	11.02	11.65	11.69	11.46	Primary Tumor
TCGA-AA-3534-11	TCGA-AA-3534-11	9.26	12.31	11.73	11.87	11.47	11.85	11.91	Solid Tissue Normal
TCGA-AA-3502-01	TCGA-AA-3502-01	9.247	11.95	11.14	11.19	11.32	11.13	12.13	Primary Tumor
TCGA-AA-3712-11	TCGA-AA-3712-11	9.246	12.4	11.68	11.72	11.36	11.6	11.92	Solid Tissue Normal
TCGA-A6-6648-01	TCGA-A6-6648-01	9.224	12.1	11.52	11.81	11.55	12.3	12.47	Primary Tumor
TCGA-A6-2682-11	TCGA-A6-2682-11	9.209	12.33	11.74	11.89	11.37	11.73	11.79	Solid Tissue Normal
TCGA-AA-3511-11	TCGA-AA-3511-11	9.198	12.3	11.66	12.04	11.27	11.43	11.91	Solid Tissue Normal
TCGA-G4-6309-01	TCGA-G4-6309-01	9.195	12.79	10.16	11.69	11.43	10.8	12.02	Primary Tumor
TCGA-AA-3518-11	TCGA-AA-3518-11	9.19	12.26	12.05	11.98	11.54	12.11	11.64	Solid Tissue Normal
TCGA-A6-5662-11	TCGA-A6-5662-11	9.189	11.9	12.09	11.84	11.01	11.83	11.73	Solid Tissue Normal
TCGA-G4-6307-01	TCGA-G4-6307-01	9.184	12.57	10.47	11.6	11.84	10.18	11.5	Primary Tumor
TCGA-A6-5667-11	TCGA-A6-5667-11	9.146	12.5	11.8	11.8	11.47	11.91	11.5	Solid Tissue Normal
TCGA-AM-5821-01	TCGA-AM-5821-01	9.123	12.32	10.13	11.58	9.693	11.19	12.33	Primary Tumor
TCGA-AZ-4313-01	TCGA-AZ-4313-01	9.12	11.49	11.07	11.38	10.41	10.66	12.27	Primary Tumor
TCGA-SS-A7HO-01	TCGA-SS-A7HO-01	9.077	12.24	10.53	11.48	11.89	11.19	11.42	Primary Tumor
TCGA-A6-5665-11	TCGA-A6-5665-11	9.074	12.54	12.36	12.08	11.44	12.92	12.18	Solid Tissue Normal
TCGA-AA-3522-11	TCGA-AA-3522-11	9.074	12.45	12.1	11.87	11.48	12.19	11.87	Solid Tissue Normal
TCGA-G4-6317-01	TCGA-G4-6317-01	9.058	11.91	11.01	11.63	12.02	10.73	11.36	Primary Tumor
TCGA-DM-A288-01	TCGA-DM-A288-01	9.046	12.19	11.41	11.51	11.56	11.96	11.66	Primary Tumor
TCGA-CK-5915-01	TCGA-CK-5915-01	9.028	11.84	11.32	11.32	11.44	11.66	11.61	Primary Tumor
TCGA-A6-2686-11	TCGA-A6-2686-11	9.015	12.4	12.04	11.98	11.59	12.37	12.08	Solid Tissue Normal
TCGA-F4-6856-01	TCGA-F4-6856-01	9.004	12.83	10.78	11.69	11.43	11.43	11.68	Primary Tumor
TCGA-AA-3517-11	TCGA-AA-3517-11	8.985	12.24	11.94	12.08	11.39	12.08	11.89	Solid Tissue Normal
TCGA-A6-2685-11	TCGA-A6-2685-11	8.962	12.67	11.93	11.86	11.49	12.14	11.94	Solid Tissue Normal
TCGA-AA-3662-11	TCGA-AA-3662-11	8.956	12.02	11.49	11.62	11.33	11.47	11.88	Solid Tissue Normal
TCGA-G4-6304-01	TCGA-G4-6304-01	8.945	12.36	10.2	11.58	11.11	10.58	11.37	Primary Tumor
TCGA-A6-2683-11	TCGA-A6-2683-11	8.927	12.23	11.92	11.87	11.3	11.88	12.21	Solid Tissue Normal
TCGA-A6-5659-11	TCGA-A6-5659-11	8.896	12.19	12.12	11.85	11.03	12.59	12.3	Solid Tissue Normal
TCGA-G4-6586-01	TCGA-G4-6586-01	8.872	13.24	10.83	11.7	11.13	10.77	12.02	Primary Tumor
TCGA-AZ-4614-01	TCGA-AZ-4614-01	8.834	12.17	10.59	11.77	11.01	11.26	11.89	Primary Tumor
TCGA-DM-A28H-01	TCGA-DM-A28H-01	8.77	11.74	11.2	11.49	10.93	11.77	12.11	Primary Tumor
TCGA-AA-3713-11	TCGA-AA-3713-11	8.764	11.83	11.35	11.57	10.72	11.15	12.81	Solid Tissue Normal
TCGA-AA-3514-11	TCGA-AA-3514-11	8.72	12.66	12.35	12.03	11.69	12.49	12.29	Solid Tissue Normal
TCGA-CK-4952-01	TCGA-CK-4952-01	8.679	12.25	10.84	11.13	11.62	12.06	11.75	Primary Tumor
TCGA-DM-A1D4-01	TCGA-DM-A1D4-01	8.66	12.5	11.31	11.4	11.62	11.3	11.4	Primary Tumor
TCGA-AA-3525-11	TCGA-AA-3525-11	8.641	12.37	11.79	12.05	11.42	11.73	12.28	Solid Tissue Normal
TCGA-A6-6780-01	TCGA-A6-6780-01	8.64	12.24	10.75	11.97	10.57	10.68	12.1	Primary Tumor
TCGA-D5-5540-01	TCGA-D5-5540-01	8.628	11.09	10.76	11.09	10.86	11.81	12.05	Primary Tumor
TCGA-CA-5256-01	TCGA-CA-5256-01	8.609	11.04	11.17	11.21	11.13	10.73	12.29	Primary Tumor
TCGA-AA-3489-11	TCGA-AA-3489-11	8.586	11.9	11.21	11.7	10.79	10.98	12.45	Solid Tissue Normal
TCGA-G4-6322-01	TCGA-G4-6322-01	8.581	12.24	10.87	11.8	11.86	11.21	11.97	Primary Tumor
TCGA-G4-6321-01	TCGA-G4-6321-01	8.541	13.49	11.77	11.86	12.49	12.54	12.5	Primary Tumor
TCGA-A6-2684-11	TCGA-A6-2684-11	8.538	12.35	11.96	11.76	11.48	12.14	11.84	Solid Tissue Normal
TCGA-AA-3516-11	TCGA-AA-3516-11	8.523	13.01	12.42	12.15	12.09	12.64	12.22	Solid Tissue Normal
TCGA-AA-3655-11	TCGA-AA-3655-11	8.45	12	11.55	11.72	11	11.36	12.22	Solid Tissue Normal
TCGA-DM-A1DA-01	TCGA-DM-A1DA-01	8.413	12.08	10.51	11.25	10.93	10.73	11.51	Primary Tumor
TCGA-A6-5665-01	TCGA-A6-5665-01	8.349	12.66	10.96	11.48	10.78	11.63	12.34	Primary Tumor
TCGA-AA-3531-11	TCGA-AA-3531-11	8.33	12.86	12.48	12.14	11.88	12.27	12.14	Solid Tissue Normal
TCGA-AA-3685-01	TCGA-AA-3685-01	8.327	11.99	10.77	11.12	11.38	10.73	12.49	Primary Tumor
TCGA-A6-2680-11	TCGA-A6-2680-11	8.318	12.03	11.7	11.98	11.66	12.41	11.47	Solid Tissue Normal
TCGA-AA-3663-01	TCGA-AA-3663-01	8.239	12.13	10.14	11.65	10.74	11.02	12.66	Primary Tumor
TCGA-AZ-4315-01	TCGA-AZ-4315-01	8.187	11.59	10.7	11.34	10.07	11.04	12.8	Primary Tumor
TCGA-AA-3492-01	TCGA-AA-3492-01	8.022	11.98	10.51	11.64	10.79	10.79	12.84	Primary Tumor
TCGA-AA-3660-11	TCGA-AA-3660-11	7.99	12.19	11.88	11.7	11.23	11.78	12.19	Solid Tissue Normal
TCGA-DM-A1DB-01	TCGA-DM-A1DB-01	7.932	11.79	11.38	10.59	11.9	10.87	10.8	Primary Tumor
TCGA-CM-4743-01	TCGA-CM-4743-01	7.846	13.07	10.97	11.51	10.43	11.59	12.53	Primary Tumor
TCGA-NH-A6GC-06	TCGA-NH-A6GC-06								Metastatic
TCGA-A6-2672-11	TCGA-A6-2672-11								Solid Tissue Normal
TCGA-A6-2674-11	TCGA-A6-2674-11								Solid Tissue Normal
TCGA-A6-2676-11	TCGA-A6-2676-11								Solid Tissue Normal
TCGA-A6-2677-11	TCGA-A6-2677-11								Solid Tissue Normal
TCGA-A6-2681-11	TCGA-A6-2681-11								Solid Tissue Normal
TCGA-A6-3807-11	TCGA-A6-3807-11								Solid Tissue Normal
TCGA-A6-3808-11	TCGA-A6-3808-11								Solid Tissue Normal
TCGA-A6-3809-11	TCGA-A6-3809-11								Solid Tissue Normal
TCGA-A6-3810-11	TCGA-A6-3810-11								Solid Tissue Normal
TCGA-A6-4107-11	TCGA-A6-4107-11								Solid Tissue Normal
TCGA-AA-3488-11	TCGA-AA-3488-11								Solid Tissue Normal
TCGA-AA-3492-11	TCGA-AA-3492-11								Solid Tissue Normal
TCGA-AA-3494-11	TCGA-AA-3494-11								Solid Tissue Normal
TCGA-AA-3495-11	TCGA-AA-3495-11								Solid Tissue Normal
TCGA-AA-3502-11	TCGA-AA-3502-11								Solid Tissue Normal
TCGA-AA-3506-11	TCGA-AA-3506-11								Solid Tissue Normal
TCGA-AA-3509-11	TCGA-AA-3509-11								Solid Tissue Normal
TCGA-AA-3510-11	TCGA-AA-3510-11								Solid Tissue Normal
TCGA-AA-3519-11	TCGA-AA-3519-11								Solid Tissue Normal
TCGA-AA-3521-11	TCGA-AA-3521-11								Solid Tissue Normal
TCGA-AA-3524-11	TCGA-AA-3524-11								Solid Tissue Normal
TCGA-AA-3526-11	TCGA-AA-3526-11								Solid Tissue Normal
TCGA-AA-3529-11	TCGA-AA-3529-11								Solid Tissue Normal
TCGA-AA-3532-11	TCGA-AA-3532-11								Solid Tissue Normal
TCGA-AA-A01P-11	TCGA-AA-A01P-11								Solid Tissue Normal
TCGA-AA-A01R-11	TCGA-AA-A01R-11								Solid Tissue Normal
TCGA-AA-A01S-11	TCGA-AA-A01S-11								Solid Tissue Normal
TCGA-AA-A01T-11	TCGA-AA-A01T-11								Solid Tissue Normal
TCGA-AA-A01V-11	TCGA-AA-A01V-11								Solid Tissue Normal
TCGA-AA-A01X-11	TCGA-AA-A01X-11								Solid Tissue Normal
TCGA-AA-A01Z-11	TCGA-AA-A01Z-11								Solid Tissue Normal
TCGA-AA-A022-11	TCGA-AA-A022-11								Solid Tissue Normal
TCGA-AA-A02O-11	TCGA-AA-A02O-11								Solid Tissue Normal
TCGA-AA-A03F-11	TCGA-AA-A03F-11								Solid Tissue Normal
TCGA-AA-A03J-11	TCGA-AA-A03J-11								Solid Tissue Normal
TCGA-G4-6295-11	TCGA-G4-6295-11								Solid Tissue Normal
TCGA-G4-6297-11	TCGA-G4-6297-11								Solid Tissue Normal
TCGA-G4-6298-11	TCGA-G4-6298-11								Solid Tissue Normal
TCGA-G4-6302-11	TCGA-G4-6302-11								Solid Tissue Normal
TCGA-G4-6311-11	TCGA-G4-6311-11								Solid Tissue Normal
TCGA-G4-6314-11	TCGA-G4-6314-11								Solid Tissue Normal
TCGA-G4-6320-11	TCGA-G4-6320-11								Solid Tissue Normal
TCGA-G4-6322-11	TCGA-G4-6322-11								Solid Tissue Normal
TCGA-G4-6625-11	TCGA-G4-6625-11								Solid Tissue Normal
TCGA-A6-2670-01	TCGA-A6-2670-01								Primary Tumor
TCGA-A6-2671-01	TCGA-A6-2671-01								Primary Tumor
TCGA-A6-2672-01	TCGA-A6-2672-01								Primary Tumor
TCGA-A6-2674-01	TCGA-A6-2674-01								Primary Tumor
TCGA-A6-2676-01	TCGA-A6-2676-01								Primary Tumor
TCGA-A6-2677-01	TCGA-A6-2677-01								Primary Tumor
TCGA-A6-2678-01	TCGA-A6-2678-01								Primary Tumor
TCGA-A6-2679-01	TCGA-A6-2679-01								Primary Tumor
TCGA-A6-2680-01	TCGA-A6-2680-01								Primary Tumor
TCGA-A6-2681-01	TCGA-A6-2681-01								Primary Tumor
TCGA-A6-2683-01	TCGA-A6-2683-01								Primary Tumor
TCGA-A6-3807-01	TCGA-A6-3807-01								Primary Tumor
TCGA-A6-3808-01	TCGA-A6-3808-01								Primary Tumor
TCGA-A6-3809-01	TCGA-A6-3809-01								Primary Tumor
TCGA-A6-3810-01	TCGA-A6-3810-01								Primary Tumor
TCGA-A6-4107-01	TCGA-A6-4107-01								Primary Tumor
TCGA-AA-3488-01	TCGA-AA-3488-01								Primary Tumor
TCGA-AA-3494-01	TCGA-AA-3494-01								Primary Tumor
TCGA-AA-3510-01	TCGA-AA-3510-01								Primary Tumor
TCGA-AA-3514-01	TCGA-AA-3514-01								Primary Tumor
TCGA-AA-3516-01	TCGA-AA-3516-01								Primary Tumor
TCGA-AA-3517-01	TCGA-AA-3517-01								Primary Tumor
TCGA-AA-3518-01	TCGA-AA-3518-01								Primary Tumor
TCGA-AA-3519-01	TCGA-AA-3519-01								Primary Tumor
TCGA-AA-3520-01	TCGA-AA-3520-01								Primary Tumor
TCGA-AA-3521-01	TCGA-AA-3521-01								Primary Tumor
TCGA-AA-3522-01	TCGA-AA-3522-01								Primary Tumor
TCGA-AA-3524-01	TCGA-AA-3524-01								Primary Tumor
TCGA-AA-3525-01	TCGA-AA-3525-01								Primary Tumor
TCGA-AA-3527-01	TCGA-AA-3527-01								Primary Tumor
TCGA-AA-3529-01	TCGA-AA-3529-01								Primary Tumor
TCGA-AA-3530-01	TCGA-AA-3530-01								Primary Tumor
TCGA-AA-3531-01	TCGA-AA-3531-01								Primary Tumor
TCGA-AA-3532-01	TCGA-AA-3532-01								Primary Tumor
TCGA-AA-3534-01	TCGA-AA-3534-01								Primary Tumor
TCGA-AA-3538-01	TCGA-AA-3538-01								Primary Tumor
TCGA-AA-3542-01	TCGA-AA-3542-01								Primary Tumor
TCGA-AA-3543-01	TCGA-AA-3543-01								Primary Tumor
TCGA-AA-3544-01	TCGA-AA-3544-01								Primary Tumor
TCGA-AA-3548-01	TCGA-AA-3548-01								Primary Tumor
TCGA-AA-3549-01	TCGA-AA-3549-01								Primary Tumor
TCGA-AA-3552-01	TCGA-AA-3552-01								Primary Tumor
TCGA-AA-3553-01	TCGA-AA-3553-01								Primary Tumor
TCGA-AA-3554-01	TCGA-AA-3554-01								Primary Tumor
TCGA-AA-3555-01	TCGA-AA-3555-01								Primary Tumor
TCGA-AA-3556-01	TCGA-AA-3556-01								Primary Tumor
TCGA-AA-3558-01	TCGA-AA-3558-01								Primary Tumor
TCGA-AA-3560-01	TCGA-AA-3560-01								Primary Tumor
TCGA-AA-3561-01	TCGA-AA-3561-01								Primary Tumor
TCGA-AA-3562-01	TCGA-AA-3562-01								Primary Tumor
TCGA-AA-3664-01	TCGA-AA-3664-01								Primary Tumor
TCGA-AA-3666-01	TCGA-AA-3666-01								Primary Tumor
TCGA-AA-3667-01	TCGA-AA-3667-01								Primary Tumor
TCGA-AA-3672-01	TCGA-AA-3672-01								Primary Tumor
TCGA-AA-3673-01	TCGA-AA-3673-01								Primary Tumor
TCGA-AA-3678-01	TCGA-AA-3678-01								Primary Tumor
TCGA-AA-3679-01	TCGA-AA-3679-01								Primary Tumor
TCGA-AA-3680-01	TCGA-AA-3680-01								Primary Tumor
TCGA-AA-3681-01	TCGA-AA-3681-01								Primary Tumor
TCGA-AA-3684-01	TCGA-AA-3684-01								Primary Tumor
TCGA-AA-3688-01	TCGA-AA-3688-01								Primary Tumor
TCGA-AA-3692-01	TCGA-AA-3692-01								Primary Tumor
TCGA-AA-3693-01	TCGA-AA-3693-01								Primary Tumor
TCGA-AA-3695-01	TCGA-AA-3695-01								Primary Tumor
TCGA-AA-3696-01	TCGA-AA-3696-01								Primary Tumor
TCGA-AA-3710-01	TCGA-AA-3710-01								Primary Tumor
TCGA-AA-3715-01	TCGA-AA-3715-01								Primary Tumor
TCGA-AA-3811-01	TCGA-AA-3811-01								Primary Tumor
TCGA-AA-3812-01	TCGA-AA-3812-01								Primary Tumor
TCGA-AA-3814-01	TCGA-AA-3814-01								Primary Tumor
TCGA-AA-3815-01	TCGA-AA-3815-01								Primary Tumor
TCGA-AA-3818-01	TCGA-AA-3818-01								Primary Tumor
TCGA-AA-3819-01	TCGA-AA-3819-01								Primary Tumor
TCGA-AA-3821-01	TCGA-AA-3821-01								Primary Tumor
TCGA-AA-3831-01	TCGA-AA-3831-01								Primary Tumor
TCGA-AA-3833-01	TCGA-AA-3833-01								Primary Tumor
TCGA-AA-3837-01	TCGA-AA-3837-01								Primary Tumor
TCGA-AA-3841-01	TCGA-AA-3841-01								Primary Tumor
TCGA-AA-3842-01	TCGA-AA-3842-01								Primary Tumor
TCGA-AA-3844-01	TCGA-AA-3844-01								Primary Tumor
TCGA-AA-3845-01	TCGA-AA-3845-01								Primary Tumor
TCGA-AA-3846-01	TCGA-AA-3846-01								Primary Tumor
TCGA-AA-3848-01	TCGA-AA-3848-01								Primary Tumor
TCGA-AA-3850-01	TCGA-AA-3850-01								Primary Tumor
TCGA-AA-3851-01	TCGA-AA-3851-01								Primary Tumor
TCGA-AA-3852-01	TCGA-AA-3852-01								Primary Tumor
TCGA-AA-3854-01	TCGA-AA-3854-01								Primary Tumor
TCGA-AA-3855-01	TCGA-AA-3855-01								Primary Tumor
TCGA-AA-3856-01	TCGA-AA-3856-01								Primary Tumor
TCGA-AA-3858-01	TCGA-AA-3858-01								Primary Tumor
TCGA-AA-3860-01	TCGA-AA-3860-01								Primary Tumor
TCGA-AA-3861-01	TCGA-AA-3861-01								Primary Tumor
TCGA-AA-3862-01	TCGA-AA-3862-01								Primary Tumor
TCGA-AA-3864-01	TCGA-AA-3864-01								Primary Tumor
TCGA-AA-3866-01	TCGA-AA-3866-01								Primary Tumor
TCGA-AA-3867-01	TCGA-AA-3867-01								Primary Tumor
TCGA-AA-3869-01	TCGA-AA-3869-01								Primary Tumor
TCGA-AA-3870-01	TCGA-AA-3870-01								Primary Tumor
TCGA-AA-3872-01	TCGA-AA-3872-01								Primary Tumor
TCGA-AA-3875-01	TCGA-AA-3875-01								Primary Tumor
TCGA-AA-3877-01	TCGA-AA-3877-01								Primary Tumor
TCGA-AA-3930-01	TCGA-AA-3930-01								Primary Tumor
TCGA-AA-3939-01	TCGA-AA-3939-01								Primary Tumor
TCGA-AA-3941-01	TCGA-AA-3941-01								Primary Tumor
TCGA-AA-3947-01	TCGA-AA-3947-01								Primary Tumor
TCGA-AA-3949-01	TCGA-AA-3949-01								Primary Tumor
TCGA-AA-3950-01	TCGA-AA-3950-01								Primary Tumor
TCGA-AA-3952-01	TCGA-AA-3952-01								Primary Tumor
TCGA-AA-3955-01	TCGA-AA-3955-01								Primary Tumor
TCGA-AA-3956-01	TCGA-AA-3956-01								Primary Tumor
TCGA-AA-3966-01	TCGA-AA-3966-01								Primary Tumor
TCGA-AA-3968-01	TCGA-AA-3968-01								Primary Tumor
TCGA-AA-3970-01	TCGA-AA-3970-01								Primary Tumor
TCGA-AA-3971-01	TCGA-AA-3971-01								Primary Tumor
TCGA-AA-3972-01	TCGA-AA-3972-01								Primary Tumor
TCGA-AA-3973-01	TCGA-AA-3973-01								Primary Tumor
TCGA-AA-3975-01	TCGA-AA-3975-01								Primary Tumor
TCGA-AA-3976-01	TCGA-AA-3976-01								Primary Tumor
TCGA-AA-3977-01	TCGA-AA-3977-01								Primary Tumor
TCGA-AA-3979-01	TCGA-AA-3979-01								Primary Tumor
TCGA-AA-3980-01	TCGA-AA-3980-01								Primary Tumor
TCGA-AA-3982-01	TCGA-AA-3982-01								Primary Tumor
TCGA-AA-3984-01	TCGA-AA-3984-01								Primary Tumor
TCGA-AA-3986-01	TCGA-AA-3986-01								Primary Tumor
TCGA-AA-3989-01	TCGA-AA-3989-01								Primary Tumor
TCGA-AA-3994-01	TCGA-AA-3994-01								Primary Tumor
TCGA-AA-A004-01	TCGA-AA-A004-01								Primary Tumor
TCGA-AA-A00A-01	TCGA-AA-A00A-01								Primary Tumor
TCGA-AA-A00D-01	TCGA-AA-A00D-01								Primary Tumor
TCGA-AA-A00E-01	TCGA-AA-A00E-01								Primary Tumor
TCGA-AA-A00F-01	TCGA-AA-A00F-01								Primary Tumor
TCGA-AA-A00J-01	TCGA-AA-A00J-01								Primary Tumor
TCGA-AA-A00K-01	TCGA-AA-A00K-01								Primary Tumor
TCGA-AA-A00L-01	TCGA-AA-A00L-01								Primary Tumor
TCGA-AA-A00N-01	TCGA-AA-A00N-01								Primary Tumor
TCGA-AA-A00O-01	TCGA-AA-A00O-01								Primary Tumor
TCGA-AA-A00Q-01	TCGA-AA-A00Q-01								Primary Tumor
TCGA-AA-A00R-01	TCGA-AA-A00R-01								Primary Tumor
TCGA-AA-A00U-01	TCGA-AA-A00U-01								Primary Tumor
TCGA-AA-A00W-01	TCGA-AA-A00W-01								Primary Tumor
TCGA-AA-A00Z-01	TCGA-AA-A00Z-01								Primary Tumor
TCGA-AA-A010-01	TCGA-AA-A010-01								Primary Tumor
TCGA-AA-A017-01	TCGA-AA-A017-01								Primary Tumor
TCGA-AA-A01C-01	TCGA-AA-A01C-01								Primary Tumor
TCGA-AA-A01D-01	TCGA-AA-A01D-01								Primary Tumor
TCGA-AA-A01F-01	TCGA-AA-A01F-01								Primary Tumor
TCGA-AA-A01G-01	TCGA-AA-A01G-01								Primary Tumor
TCGA-AA-A01I-01	TCGA-AA-A01I-01								Primary Tumor
