sample	samples	SH3PXD2B	CTTN	WASL	GRB2	SRC	CD2AP	CAPZA1	sample_type
TCGA-AA-A01K-01	TCGA-AA-A01K-01								Primary Tumor
TCGA-AA-A01Q-01	TCGA-AA-A01Q-01								Primary Tumor
TCGA-AA-A01R-01	TCGA-AA-A01R-01								Primary Tumor
TCGA-AA-A01S-01	TCGA-AA-A01S-01								Primary Tumor
TCGA-AA-A01T-01	TCGA-AA-A01T-01								Primary Tumor
TCGA-AA-A01V-01	TCGA-AA-A01V-01								Primary Tumor
TCGA-AA-A022-01	TCGA-AA-A022-01								Primary Tumor
TCGA-AA-A024-01	TCGA-AA-A024-01								Primary Tumor
TCGA-AA-A029-01	TCGA-AA-A029-01								Primary Tumor
TCGA-AA-A02E-01	TCGA-AA-A02E-01								Primary Tumor
TCGA-AA-A02F-01	TCGA-AA-A02F-01								Primary Tumor
TCGA-AA-A02H-01	TCGA-AA-A02H-01								Primary Tumor
TCGA-AA-A02J-01	TCGA-AA-A02J-01								Primary Tumor
TCGA-AA-A02O-01	TCGA-AA-A02O-01								Primary Tumor
TCGA-AA-A02R-01	TCGA-AA-A02R-01								Primary Tumor
TCGA-AA-A02W-01	TCGA-AA-A02W-01								Primary Tumor
TCGA-AA-A03F-01	TCGA-AA-A03F-01								Primary Tumor
TCGA-AA-A03J-01	TCGA-AA-A03J-01								Primary Tumor
TCGA-AY-4070-01	TCGA-AY-4070-01								Primary Tumor
TCGA-AY-4071-01	TCGA-AY-4071-01								Primary Tumor
TCGA-AZ-4308-01	TCGA-AZ-4308-01								Primary Tumor
TCGA-AZ-4681-01	TCGA-AZ-4681-01								Primary Tumor
TCGA-CM-4746-01	TCGA-CM-4746-01								Primary Tumor
TCGA-CM-4748-01	TCGA-CM-4748-01								Primary Tumor
TCGA-CM-4750-01	TCGA-CM-4750-01								Primary Tumor
TCGA-CM-4752-01	TCGA-CM-4752-01								Primary Tumor
TCGA-CM-5341-01	TCGA-CM-5341-01								Primary Tumor
TCGA-DM-A286-01	TCGA-DM-A286-01								Primary Tumor
TCGA-AF-6784-01	TCGA-AF-6784-01								
