sample	samples	SH3PXD2B	CTTN	WASL	GRB2	SRC	CD2AP	CAPZA1	sample_type
TCGA-BC-A5W4-01	TCGA-BC-A5W4-01	8.194	11.8	10.87	11.09	5.962	8.374	10.82	Primary Tumor
TCGA-DD-AAEI-01	TCGA-DD-AAEI-01	8.194	11.72	11.6	11.39	7.292	9.002	10.79	Primary Tumor
TCGA-G3-A7M5-01	TCGA-G3-A7M5-01	8.193	11.35	11.21	11.5	8.994	9.353	9.861	Primary Tumor
TCGA-4R-AA8I-01	TCGA-4R-AA8I-01	8.191	11.76	10.7	11.73	7.755	10.72	11.16	Primary Tumor
TCGA-CC-A7IH-01	TCGA-CC-A7IH-01	8.189	11.06	10.91	11.26	7.588	10.51	10.64	Primary Tumor
TCGA-G3-AAV6-01	TCGA-G3-AAV6-01	8.185	11.17	11.26	12	11.32	9.945	10.1	Primary Tumor
TCGA-2Y-A9H4-01	TCGA-2Y-A9H4-01	8.184	11.92	10.7	11.36	6.433	9.878	10.57	Primary Tumor
TCGA-ED-A5KG-01	TCGA-ED-A5KG-01	8.182	10.89	10.51	12.08	10.05	10.77	11.78	Primary Tumor
TCGA-BD-A2L6-11	TCGA-BD-A2L6-11	8.177	11.01	10.6	12	10.12	9.687	11.41	Solid Tissue Normal
TCGA-DD-AAE1-01	TCGA-DD-AAE1-01	8.175	11.85	11.04	11.37	10.51	10.02	10.69	Primary Tumor
TCGA-DD-A4NQ-01	TCGA-DD-A4NQ-01	8.161	12.67	10.78	12.07	9.619	10.28	12.16	Primary Tumor
TCGA-DD-AAED-01	TCGA-DD-AAED-01	8.144	12.42	11.41	11.04	10.96	11.32	11.76	Primary Tumor
TCGA-EP-A12J-01	TCGA-EP-A12J-01	8.142	11.61	11.24	11.08	10.7	10.17	10.69	Primary Tumor
TCGA-DD-AACS-01	TCGA-DD-AACS-01	8.139	11.89	11.59	11.79	8.219	9.458	10.87	Primary Tumor
TCGA-DD-AADP-01	TCGA-DD-AADP-01	8.133	14.36	11.21	11.42	7.437	9.98	11.01	Primary Tumor
TCGA-G3-A3CI-01	TCGA-G3-A3CI-01	8.13	11.41	10.82	11.33	8.757	9.667	10.76	Primary Tumor
TCGA-DD-A73G-01	TCGA-DD-A73G-01	8.119	12.1	9.816	11.59	9.673	8.383	10.17	Primary Tumor
TCGA-DD-AACW-01	TCGA-DD-AACW-01	8.113	11.75	10.71	11.56	10.67	9.887	10.18	Primary Tumor
TCGA-G3-A25V-01	TCGA-G3-A25V-01	8.11	11.81	11.06	11.71	9.839	10.05	11.08	Primary Tumor
TCGA-DD-AACE-01	TCGA-DD-AACE-01	8.109	12.29	12.4	11.58	5.671	10.42	10.73	Primary Tumor
TCGA-FV-A23B-01	TCGA-FV-A23B-01	8.097	11.75	10.89	12.36	8.648	10.23	11.3	Primary Tumor
TCGA-G3-A7M7-01	TCGA-G3-A7M7-01	8.088	12.04	10.45	12.09	10.16	9.557	11.04	Primary Tumor
TCGA-KR-A7K7-01	TCGA-KR-A7K7-01	8.086	11.55	10.27	11.57	10.89	9.674	10.68	Primary Tumor
TCGA-DD-A4NE-01	TCGA-DD-A4NE-01	8.082	11.75	11.56	11	9.087	11.7	10.07	Primary Tumor
TCGA-DD-AACT-01	TCGA-DD-AACT-01	8.078	12.03	11.13	11.33	10.97	10.34	11.11	Primary Tumor
TCGA-FV-A23B-11	TCGA-FV-A23B-11	8.075	11.27	10.95	11.38	9.188	9.849	10.94	Solid Tissue Normal
TCGA-DD-A73A-01	TCGA-DD-A73A-01	8.071	11.87	10.77	11.68	8.273	10.51	11.23	Primary Tumor
TCGA-2Y-A9HB-01	TCGA-2Y-A9HB-01	8.066	11.77	10.54	11.1	6.919	9.82	11.16	Primary Tumor
TCGA-2Y-A9GU-01	TCGA-2Y-A9GU-01	8.061	11.19	11.22	11.43	8.556	9.567	10.14	Primary Tumor
TCGA-HP-A5N0-01	TCGA-HP-A5N0-01	8.058	11.46	10.98	11.32	7.385	10.94	10.59	Primary Tumor
TCGA-DD-AADU-01	TCGA-DD-AADU-01	8.052	11.71	10.09	11.58	9.751	8.742	10.85	Primary Tumor
TCGA-EP-A2KC-01	TCGA-EP-A2KC-01	8.047	11.91	11.23	12.02	8.717	10.52	10.8	Primary Tumor
TCGA-DD-A4NV-01	TCGA-DD-A4NV-01	8.047	11.77	11.97	11.16	8.08	9.401	10.56	Primary Tumor
TCGA-UB-AA0V-01	TCGA-UB-AA0V-01	8.042	11.36	10.98	11.3	8.826	10.28	10.83	Primary Tumor
TCGA-BC-A110-01	TCGA-BC-A110-01	8.035	11.48	10.73	11.36	8.89	9.716	10.81	Primary Tumor
TCGA-DD-AAVP-01	TCGA-DD-AAVP-01	8.033	11.65	9.799	11.3	11	9.138	10.84	Primary Tumor
TCGA-G3-AAV3-01	TCGA-G3-AAV3-01	8.023	11.9	10.59	11.7	10.62	9.551	11.18	Primary Tumor
TCGA-EP-A2KB-01	TCGA-EP-A2KB-01	8.022	11.61	10.59	11.76	10.65	10.17	10.57	Primary Tumor
TCGA-WQ-AB4B-01	TCGA-WQ-AB4B-01	8.006	11.83	10.8	10.78	8.275	9.755	10.88	Primary Tumor
TCGA-DD-AAVX-01	TCGA-DD-AAVX-01	7.998	11.62	10.79	11.26	7.054	10.03	10.91	Primary Tumor
TCGA-DD-AADG-01	TCGA-DD-AADG-01	7.991	11.71	11.5	11.87	9.398	9.829	10.48	Primary Tumor
TCGA-G3-AAV5-01	TCGA-G3-AAV5-01	7.974	12	10.73	11.66	8.685	9.492	10.94	Primary Tumor
TCGA-FV-A2QR-11	TCGA-FV-A2QR-11	7.966	11.63	10.71	11.48	9.471	9.899	11.17	Solid Tissue Normal
TCGA-ZP-A9CY-01	TCGA-ZP-A9CY-01	7.962	11.43	10.92	11.49	7.507	9.962	10.98	Primary Tumor
TCGA-2Y-A9GT-01	TCGA-2Y-A9GT-01	7.962	11.41	10.94	11.37	7.458	9.388	10.8	Primary Tumor
TCGA-DD-AAVY-01	TCGA-DD-AAVY-01	7.96	11.65	10.72	10.92	7.599	10.36	10.54	Primary Tumor
TCGA-K7-A5RG-01	TCGA-K7-A5RG-01	7.958	11.15	11.1	12.21	9.63	10.41	11.64	Primary Tumor
TCGA-DD-AAD6-01	TCGA-DD-AAD6-01	7.956	11.05	10.86	11.7	10.24	10.23	11.37	Primary Tumor
TCGA-2Y-A9H0-01	TCGA-2Y-A9H0-01	7.951	11.88	10.98	11.98	9.032	9.56	10.97	Primary Tumor
TCGA-G3-AAUZ-01	TCGA-G3-AAUZ-01	7.946	10.88	10.17	11.76	8.427	9.218	9.812	Primary Tumor
TCGA-ED-A82E-01	TCGA-ED-A82E-01	7.944	12.62	11.17	11.09	10.37	11.23	11.9	Primary Tumor
TCGA-DD-AAVU-01	TCGA-DD-AAVU-01	7.938	12.07	10.39	11.43	8.098	9.657	10.97	Primary Tumor
TCGA-DD-AAVV-01	TCGA-DD-AAVV-01	7.936	12	10.77	11.73	10.29	10.38	11.63	Primary Tumor
TCGA-ED-A7PY-01	TCGA-ED-A7PY-01	7.936	11.48	10.42	11.35	9.468	10.32	10.93	Primary Tumor
TCGA-DD-AAE3-01	TCGA-DD-AAE3-01	7.931	11.35	10.67	11.1	7.18	9.422	10.21	Primary Tumor
TCGA-BC-A10Y-11	TCGA-BC-A10Y-11	7.919	11.3	11.14	11.36	8.529	10.31	10.89	Solid Tissue Normal
TCGA-ED-A459-01	TCGA-ED-A459-01	7.915	11.91	11.71	11.61	11.02	10.14	11.83	Primary Tumor
TCGA-CC-A3MB-01	TCGA-CC-A3MB-01	7.914	11.63	11.71	11.79	10.08	11.18	10.67	Primary Tumor
TCGA-DD-AACG-01	TCGA-DD-AACG-01	7.913	11.4	10.43	11.46	8.794	10.7	10.93	Primary Tumor
TCGA-G3-A7M8-01	TCGA-G3-A7M8-01	7.913	11.17	10.44	11.37	11.01	8.935	10.66	Primary Tumor
TCGA-DD-A73F-01	TCGA-DD-A73F-01	7.911	11.44	9.63	11.61	8.185	9.043	11.18	Primary Tumor
TCGA-DD-A3A1-01	TCGA-DD-A3A1-01	7.895	12.25	10.31	12.35	9.225	9.486	11.15	Primary Tumor
TCGA-G3-A3CG-01	TCGA-G3-A3CG-01	7.89	11.95	11.26	11.12	6.896	9.989	11.06	Primary Tumor
TCGA-ED-A8O5-01	TCGA-ED-A8O5-01	7.887	11.4	11.43	11.31	10.98	12.17	11.65	Primary Tumor
TCGA-2Y-A9H3-01	TCGA-2Y-A9H3-01	7.879	11.35	10.41	11.84	9.537	9.15	10.15	Primary Tumor
TCGA-DD-AACQ-01	TCGA-DD-AACQ-01	7.878	12.3	10.61	11.67	9.479	9.635	10.75	Primary Tumor
TCGA-3K-AAZ8-01	TCGA-3K-AAZ8-01	7.876	11.58	10.7	11.41	5.709	10.08	10.51	Primary Tumor
TCGA-CC-A8HS-01	TCGA-CC-A8HS-01	7.871	11.97	10.45	11.68	10.3	10.22	11.64	Primary Tumor
TCGA-DD-A11B-11	TCGA-DD-A11B-11	7.871	11.42	11.08	11.47	9.385	9.802	10.58	Solid Tissue Normal
TCGA-2Y-A9H7-01	TCGA-2Y-A9H7-01	7.861	11.59	10.84	11.25	10.04	9.729	11.32	Primary Tumor
TCGA-LG-A9QD-01	TCGA-LG-A9QD-01	7.861	11.54	10.62	11.4	8.213	9.662	11.07	Primary Tumor
TCGA-FV-A2QR-01	TCGA-FV-A2QR-01	7.859	11.86	11.34	12.14	9.591	9.858	11.25	Primary Tumor
TCGA-BC-A10X-01	TCGA-BC-A10X-01	7.844	11.5	11.32	11.07	8.621	10.22	11.09	Primary Tumor
TCGA-DD-A3A9-01	TCGA-DD-A3A9-01	7.842	12.31	10.94	12.09	9.588	9.816	10.03	Primary Tumor
TCGA-DD-AACC-01	TCGA-DD-AACC-01	7.838	11.39	10.17	11.84	9.6	9.521	11.4	Primary Tumor
TCGA-EP-A26S-01	TCGA-EP-A26S-01	7.834	11.6	11.17	11.28	6.095	9.826	10.68	Primary Tumor
TCGA-DD-A119-01	TCGA-DD-A119-01	7.831	11.52	10.76	11.6	7.753	10.42	10.75	Primary Tumor
TCGA-G3-AAV7-01	TCGA-G3-AAV7-01	7.81	12.38	10.97	12.31	10.49	10.95	11.9	Primary Tumor
TCGA-DD-AAC9-01	TCGA-DD-AAC9-01	7.807	11.54	10.94	11.46	8.225	9.274	10.96	Primary Tumor
TCGA-DD-AACO-01	TCGA-DD-AACO-01	7.804	11.42	10.29	10.49	8.3	9.901	9.835	Primary Tumor
TCGA-ED-A7PZ-01	TCGA-ED-A7PZ-01	7.803	11.48	10.08	12.47	9.655	10.99	10.96	Primary Tumor
TCGA-DD-AADB-01	TCGA-DD-AADB-01	7.802	12.04	10.81	12.21	10.56	10.26	11.66	Primary Tumor
TCGA-DD-AAD8-01	TCGA-DD-AAD8-01	7.799	10.89	11.13	11.37	7.841	10.13	11.8	Primary Tumor
TCGA-DD-A39V-01	TCGA-DD-A39V-01	7.791	11.81	9.97	11.23	9.217	9.616	10.35	Primary Tumor
TCGA-DD-A1ED-01	TCGA-DD-A1ED-01	7.777	11.49	10.89	11.53	9.079	10.05	11.01	Primary Tumor
TCGA-DD-AADQ-01	TCGA-DD-AADQ-01	7.773	11.45	10.37	11.23	9.209	10.57	11.37	Primary Tumor
TCGA-ZP-A9D0-01	TCGA-ZP-A9D0-01	7.763	12.01	10.4	11.6	9.498	9.738	11.13	Primary Tumor
TCGA-ZP-A9CV-01	TCGA-ZP-A9CV-01	7.746	11.86	10.77	11.35	6.869	10.36	11.11	Primary Tumor
TCGA-2Y-A9GV-01	TCGA-2Y-A9GV-01	7.743	11.45	11.28	11.46	8.66	10.48	10.82	Primary Tumor
TCGA-EP-A2KA-01	TCGA-EP-A2KA-01	7.733	12.47	11.65	11.14	8.517	10.12	11	Primary Tumor
TCGA-DD-AAW1-01	TCGA-DD-AAW1-01	7.728	12.01	10.79	11.7	9.965	9.77	10.72	Primary Tumor
TCGA-DD-A3A3-01	TCGA-DD-A3A3-01	7.713	11.87	10.23	11.53	9.303	9.553	10.95	Primary Tumor
TCGA-G3-A5SL-01	TCGA-G3-A5SL-01	7.706	11.54	11.39	11.55	8.876	10.67	10.54	Primary Tumor
TCGA-RC-A6M4-01	TCGA-RC-A6M4-01	7.702	11.02	10.57	11.23	6.469	9.822	10.47	Primary Tumor
TCGA-RC-A6M3-01	TCGA-RC-A6M3-01	7.698	11.51	10.38	11.33	10.14	10.72	12.18	Primary Tumor
TCGA-WX-AA47-01	TCGA-WX-AA47-01	7.685	11.58	9.937	11.33	7.403	10.05	11.43	Primary Tumor
TCGA-NI-A4U2-01	TCGA-NI-A4U2-01	7.681	11.08	11.61	11.75	7.613	9.622	11.24	Primary Tumor
TCGA-DD-A4NL-01	TCGA-DD-A4NL-01	7.658	11.65	11	11.19	8.75	9.993	10.95	Primary Tumor
TCGA-BW-A5NO-01	TCGA-BW-A5NO-01	7.658	11.36	11	11.89	8.145	10.39	11.07	Primary Tumor
TCGA-DD-AAE2-01	TCGA-DD-AAE2-01	7.654	11.76	11.32	11.8	7.524	9.553	10.76	Primary Tumor
TCGA-DD-AADA-01	TCGA-DD-AADA-01	7.654	11.65	11.42	11.26	9.288	10.37	11.15	Primary Tumor
TCGA-DD-AAEA-01	TCGA-DD-AAEA-01	7.635	11.48	10.91	11.71	7.517	9.4	11.12	Primary Tumor
TCGA-5R-AA1C-01	TCGA-5R-AA1C-01	7.62	11.35	10.56	11.04	9.073	9.797	11.3	Primary Tumor
TCGA-FV-A496-01	TCGA-FV-A496-01	7.615	12.21	10.03	12.08	7.367	10.24	11.12	Primary Tumor
TCGA-G3-A25U-01	TCGA-G3-A25U-01	7.615	11.01	10.71	11.53	8.443	9.867	10.85	Primary Tumor
TCGA-FV-A4ZQ-01	TCGA-FV-A4ZQ-01	7.613	12.69	10.69	11.82	11.37	11.22	11.54	Primary Tumor
TCGA-DD-A73E-01	TCGA-DD-A73E-01	7.606	12.09	11.91	11.71	6.555	9.651	10.6	Primary Tumor
TCGA-UB-A7MF-01	TCGA-UB-A7MF-01	7.586	11.58	9.878	11.93	9.8	10.71	11.37	Primary Tumor
TCGA-DD-AACD-01	TCGA-DD-AACD-01	7.576	11.53	10.76	11.31	7.923	9.952	10.73	Primary Tumor
TCGA-2Y-A9H1-01	TCGA-2Y-A9H1-01	7.575	11.56	10.18	11.48	8.307	9.163	9.777	Primary Tumor
TCGA-DD-AAE4-01	TCGA-DD-AAE4-01	7.555	11.12	10.66	10.95	6.928	9.757	10.07	Primary Tumor
TCGA-FV-A3R2-11	TCGA-FV-A3R2-11	7.549	11.2	10.76	11.41	8.792	9.579	10.76	Solid Tissue Normal
TCGA-G3-AAV4-01	TCGA-G3-AAV4-01	7.546	11.76	11.26	11.42	8.983	10.46	11	Primary Tumor
TCGA-K7-A5RF-01	TCGA-K7-A5RF-01	7.537	11.32	10.79	11.66	8.898	9.667	10.93	Primary Tumor
TCGA-BD-A3EP-11	TCGA-BD-A3EP-11	7.537	11.15	10.93	11.55	9.121	10.3	10.83	Solid Tissue Normal
TCGA-EP-A26S-11	TCGA-EP-A26S-11	7.525	10.83	11.04	11.38	7.73	9.676	10.6	Solid Tissue Normal
TCGA-XR-A8TE-01	TCGA-XR-A8TE-01	7.521	11.4	12.21	11.32	11.24	10.69	11.37	Primary Tumor
TCGA-BC-A216-11	TCGA-BC-A216-11	7.519	11.12	10.92	11.51	8.611	10.07	11.22	Solid Tissue Normal
TCGA-G3-A5SI-01	TCGA-G3-A5SI-01	7.516	10.9	11.37	11.82	7.882	9.745	11.07	Primary Tumor
TCGA-DD-AACB-01	TCGA-DD-AACB-01	7.5	11.86	10.01	12.17	11.23	10.93	11.28	Primary Tumor
TCGA-MI-A75H-01	TCGA-MI-A75H-01	7.496	11.8	10.62	11.26	10.08	9.89	10.81	Primary Tumor
TCGA-DD-AADF-01	TCGA-DD-AADF-01	7.491	11.52	10.13	12.56	7.759	9.504	10.51	Primary Tumor
TCGA-DD-AADJ-01	TCGA-DD-AADJ-01	7.485	11.56	10.36	11.45	8.943	9.017	9.779	Primary Tumor
TCGA-BC-A10Z-11	TCGA-BC-A10Z-11	7.481	11.42	11.13	11.21	8.878	10.4	11.1	Solid Tissue Normal
TCGA-DD-A39X-11	TCGA-DD-A39X-11	7.474	11.12	10.91	11.33	7.948	10.02	10.66	Solid Tissue Normal
TCGA-KR-A7K2-01	TCGA-KR-A7K2-01	7.459	11.49	10.98	10.96	7.364	9.616	10.69	Primary Tumor
TCGA-BC-A10U-11	TCGA-BC-A10U-11	7.451	11.05	11.19	11.16	8.95	10.24	10.86	Solid Tissue Normal
TCGA-DD-AACY-01	TCGA-DD-AACY-01	7.443	11.69	10.91	11.46	8.374	9.359	10.82	Primary Tumor
TCGA-G3-A25X-01	TCGA-G3-A25X-01	7.443	11.46	10.46	11.75	9.356	10.92	10.47	Primary Tumor
TCGA-ES-A2HT-01	TCGA-ES-A2HT-01	7.438	11.7	9.939	11.22	7.887	8.688	10.63	Primary Tumor
TCGA-FV-A3I1-11	TCGA-FV-A3I1-11	7.413	11.03	10.93	11.39	8.064	9.983	10.52	Solid Tissue Normal
TCGA-DD-AACK-01	TCGA-DD-AACK-01	7.41	11.91	10.79	11.37	9.688	10.51	11.24	Primary Tumor
TCGA-DD-AADN-01	TCGA-DD-AADN-01	7.403	12.15	9.817	11.4	10.82	9.553	10.39	Primary Tumor
TCGA-DD-A1EI-11	TCGA-DD-A1EI-11	7.402	11.26	11.07	11.3	8.576	9.978	10.86	Solid Tissue Normal
TCGA-2Y-A9GY-01	TCGA-2Y-A9GY-01	7.398	11.73	10.8	12.58	10.84	10.32	11.17	Primary Tumor
TCGA-ZS-A9CG-01	TCGA-ZS-A9CG-01	7.395	11.51	10.78	11.11	9.947	9.144	10.61	Primary Tumor
TCGA-DD-A4NI-01	TCGA-DD-A4NI-01	7.386	11.48	11.64	11.77	7.386	9.889	10.99	Primary Tumor
TCGA-XR-A8TF-01	TCGA-XR-A8TF-01	7.382	11.26	11.2	11.02	7.456	10.06	10.63	Primary Tumor
TCGA-DD-AACZ-01	TCGA-DD-AACZ-01	7.38	12	10.5	11.96	10.91	10.71	11.95	Primary Tumor
TCGA-UB-A7MA-01	TCGA-UB-A7MA-01	7.374	11.54	10.66	11.7	11.03	10.95	10.68	Primary Tumor
TCGA-ZP-A9D4-01	TCGA-ZP-A9D4-01	7.352	12.2	11.22	12.19	10.96	10.04	10.81	Primary Tumor
TCGA-BC-A69I-01	TCGA-BC-A69I-01	7.351	11.99	10.39	11.24	8.246	9.507	10.47	Primary Tumor
TCGA-DD-A1EE-11	TCGA-DD-A1EE-11	7.34	11.33	10.94	11.39	8.233	9.937	11.03	Solid Tissue Normal
TCGA-BC-A10R-11	TCGA-BC-A10R-11	7.318	11.08	10.98	11.42	8.816	9.842	11.02	Solid Tissue Normal
TCGA-DD-AAW3-01	TCGA-DD-AAW3-01	7.307	11.72	11.3	11.13	7.058	10.69	10.8	Primary Tumor
TCGA-DD-A116-11	TCGA-DD-A116-11	7.299	11.09	11.1	11.24	9.002	10.09	10.75	Solid Tissue Normal
TCGA-EP-A12J-11	TCGA-EP-A12J-11	7.291	11.1	11.27	11.43	8.853	9.874	10.91	Solid Tissue Normal
TCGA-DD-A1EB-01	TCGA-DD-A1EB-01	7.28	11.51	11.09	12.02	5.865	10.06	10.97	Primary Tumor
TCGA-K7-A6G5-01	TCGA-K7-A6G5-01	7.272	11.52	10.68	11.49	9.484	9.616	10.95	Primary Tumor
TCGA-LG-A9QC-01	TCGA-LG-A9QC-01	7.262	11.87	10.91	11.99	11.09	10.35	10.04	Primary Tumor
TCGA-DD-A3A3-11	TCGA-DD-A3A3-11	7.252	11.2	10.83	11.56	8.456	9.279	10.73	Solid Tissue Normal
TCGA-BC-A10W-11	TCGA-BC-A10W-11	7.25	11.18	10.9	11.45	8.898	9.905	10.97	Solid Tissue Normal
TCGA-DD-AAEH-01	TCGA-DD-AAEH-01	7.238	11.66	10.59	11.26	9.327	10.42	11.17	Primary Tumor
TCGA-DD-A3A2-01	TCGA-DD-A3A2-01	7.191	11.02	11.58	11.44	6.031	9.52	10.52	Primary Tumor
TCGA-DD-AADO-01	TCGA-DD-AADO-01	7.189	11.35	9.998	11.48	9.053	9.8	10.15	Primary Tumor
TCGA-DD-A73B-01	TCGA-DD-A73B-01	7.156	11.75	11.44	11.38	9.395	9.703	10.74	Primary Tumor
TCGA-DD-A4NG-01	TCGA-DD-A4NG-01	7.141	11.89	11.99	11.32	9.983	11.64	10.38	Primary Tumor
TCGA-EP-A3RK-11	TCGA-EP-A3RK-11	7.134	11.04	11.05	11.25	7.999	9.729	10.56	Solid Tissue Normal
TCGA-DD-A11C-11	TCGA-DD-A11C-11	7.131	11.17	11.02	11.26	8.203	9.92	10.74	Solid Tissue Normal
TCGA-DD-A3A1-11	TCGA-DD-A3A1-11	7.125	11.46	10.53	11.53	8.318	9.162	10.14	Solid Tissue Normal
TCGA-MI-A75C-01	TCGA-MI-A75C-01	7.123	12.62	9.82	11.08	10.87	9.435	11.29	Primary Tumor
TCGA-2V-A95S-01	TCGA-2V-A95S-01	7.086	12.46	10.86	11.77	9.897	11.15	11.65	Primary Tumor
TCGA-DD-A39Z-11	TCGA-DD-A39Z-11	7.084	11.25	10.85	11.39	7.497	10.04	10.81	Solid Tissue Normal
TCGA-DD-A11A-01	TCGA-DD-A11A-01	7.073	12.14	11.61	11.9	8.558	10.56	11.6	Primary Tumor
TCGA-DD-A11D-11	TCGA-DD-A11D-11	7.071	11.11	11.14	11.33	8.27	10.34	11.12	Solid Tissue Normal
TCGA-BC-A69H-01	TCGA-BC-A69H-01	7.056	11.78	11.66	11.99	10.15	10.34	10.28	Primary Tumor
TCGA-DD-A114-11	TCGA-DD-A114-11	7.046	11.28	11.1	11.59	8.771	10.19	11.38	Solid Tissue Normal
TCGA-MI-A75G-01	TCGA-MI-A75G-01	7.042	11.57	11.39	11.49	5.619	10.21	10.92	Primary Tumor
TCGA-DD-A39W-11	TCGA-DD-A39W-11	7.037	11.43	11.08	11.38	7.531	9.759	10.65	Solid Tissue Normal
TCGA-DD-A39Z-01	TCGA-DD-A39Z-01	7.034	11.51	10.86	11.2	4.594	10.01	10.6	Primary Tumor
TCGA-BD-A2L6-01	TCGA-BD-A2L6-01	6.995	11.43	11.24	11.59	6.209	10.12	10.82	Primary Tumor
TCGA-BC-A10X-11	TCGA-BC-A10X-11	6.991	11.32	11.55	11.21	8.216	10.33	11.01	Solid Tissue Normal
TCGA-DD-A3A4-11	TCGA-DD-A3A4-11	6.986	11.41	10.87	11.46	8.411	10.06	10.77	Solid Tissue Normal
TCGA-BC-A10Q-11	TCGA-BC-A10Q-11	6.977	11.46	11.38	11.12	7.335	10.02	10.91	Solid Tissue Normal
TCGA-G3-A3CK-01	TCGA-G3-A3CK-01	6.97	11.84	10.69	11.92	8.529	9.869	11.51	Primary Tumor
TCGA-DD-AADS-01	TCGA-DD-AADS-01	6.936	10.98	10.33	10.69	7.277	8.818	9.808	Primary Tumor
TCGA-BC-A10T-11	TCGA-BC-A10T-11	6.918	11.01	11.15	11.35	8.189	10.31	11.28	Solid Tissue Normal
TCGA-CC-A123-01	TCGA-CC-A123-01	6.903	11.41	10.15	11.89	9.224	10.5	9.79	Primary Tumor
TCGA-DD-A1EL-11	TCGA-DD-A1EL-11	6.901	11.49	11.21	11.31	8.286	9.964	10.77	Solid Tissue Normal
TCGA-DD-A3A7-01	TCGA-DD-A3A7-01	6.899	11.58	9.8	11.39	8.9	9.57	10.18	Primary Tumor
TCGA-ES-A2HS-01	TCGA-ES-A2HS-01	6.882	11.21	10.94	11.9	6.667	9.009	9.509	Primary Tumor
TCGA-FV-A3I0-11	TCGA-FV-A3I0-11	6.873	11.06	11.15	11.19	7.443	10	10.56	Solid Tissue Normal
TCGA-FV-A4ZP-01	TCGA-FV-A4ZP-01	6.871	11.83	9.24	11.24	9.281	9.396	8.538	Primary Tumor
TCGA-DD-A3A2-11	TCGA-DD-A3A2-11	6.868	10.88	11.21	11.29	7.832	10.02	10.41	Solid Tissue Normal
TCGA-DD-A3A5-11	TCGA-DD-A3A5-11	6.864	11.17	10.85	11.36	7.633	9.528	10.51	Solid Tissue Normal
TCGA-DD-AAEB-01	TCGA-DD-AAEB-01	6.86	11.44	11.23	10.58	7.619	9.107	10.2	Primary Tumor
TCGA-DD-A1EH-11	TCGA-DD-A1EH-11	6.86	11	11.03	11.38	7.985	9.911	10.89	Solid Tissue Normal
TCGA-DD-A4NP-01	TCGA-DD-A4NP-01	6.858	11.43	10.7	12	9.274	9.682	10.85	Primary Tumor
TCGA-DD-A113-11	TCGA-DD-A113-11	6.838	11.48	11.08	11.28	8.469	10.23	11.05	Solid Tissue Normal
TCGA-ES-A2HT-11	TCGA-ES-A2HT-11	6.835	11.57	10.88	11.41	9.487	9.958	11.36	Solid Tissue Normal
TCGA-DD-A3A8-11	TCGA-DD-A3A8-11	6.828	11.46	10.31	11.6	9.304	8.132	10.13	Solid Tissue Normal
TCGA-DD-A119-11	TCGA-DD-A119-11	6.825	11.24	11.17	11.46	8.144	10.1	11.03	Solid Tissue Normal
TCGA-DD-AAE9-01	TCGA-DD-AAE9-01	6.822	11.57	10.67	11.14	10.82	10.53	10.59	Primary Tumor
TCGA-DD-A1EJ-11	TCGA-DD-A1EJ-11	6.788	11.15	11.31	11.25	7.958	10.39	11.03	Solid Tissue Normal
TCGA-DD-A73D-01	TCGA-DD-A73D-01	6.735	11.05	11.07	12.25	7.744	10.64	10.5	Primary Tumor
TCGA-G3-A3CJ-01	TCGA-G3-A3CJ-01	6.722	11.55	11	11.72	5.525	9.249	10.24	Primary Tumor
TCGA-DD-A39V-11	TCGA-DD-A39V-11	6.694	11.47	10.84	11.32	8.392	9.795	10.86	Solid Tissue Normal
TCGA-G3-AAV0-01	TCGA-G3-AAV0-01	6.691	11.91	10.08	11.12	6.092	9.245	10.43	Primary Tumor
TCGA-CC-5259-01	TCGA-CC-5259-01	6.679	11.86	10.11	11.48	9.981	10.87	10.63	Primary Tumor
TCGA-G3-A3CH-11	TCGA-G3-A3CH-11	6.635	11.21	11.09	11.53	8.663	9.945	10.95	Solid Tissue Normal
TCGA-DD-A1EG-11	TCGA-DD-A1EG-11	6.578	11.22	10.99	11.29	9.66	9.725	10.94	Solid Tissue Normal
TCGA-WX-AA46-01	TCGA-WX-AA46-01	6.556	11.35	11.49	11.12	7.731	9.62	10.87	Primary Tumor
TCGA-DD-AACI-01	TCGA-DD-AACI-01	6.545	11.59	11.31	11.11	10.52	10.63	10.6	Primary Tumor
TCGA-DD-A1EB-11	TCGA-DD-A1EB-11	6.483	11.32	11.31	11.33	8.003	10.31	11	Solid Tissue Normal
TCGA-RC-A7S9-01	TCGA-RC-A7S9-01	6.48	11.31	11.56	11.14	8.924	10.49	11.08	Primary Tumor
TCGA-G3-A5SK-01	TCGA-G3-A5SK-01	6.448	11.22	11.38	11.19	7.621	9.964	11.15	Primary Tumor
TCGA-BC-A110-11	TCGA-BC-A110-11	6.439	11.19	10.93	11.4	7.664	10.37	10.99	Solid Tissue Normal
TCGA-DD-A11A-11	TCGA-DD-A11A-11	6.324	11.24	11.1	11.54	8.127	10.1	11.35	Solid Tissue Normal
TCGA-DD-AAD0-01	TCGA-DD-AAD0-01	6.282	11.61	10.43	11.17	12.22	9.414	10.93	Primary Tumor
TCGA-DD-A118-11	TCGA-DD-A118-11	6.07	10.81	11.25	11.15	7.525	9.818	11.09	Solid Tissue Normal
TCGA-G3-A25S-01	TCGA-G3-A25S-01	5.739	12.88	10.71	12.57	10.13	11.13	10.32	Primary Tumor
