sample	samples	SH3PXD2B	CTTN	WASL	GRB2	SRC	CD2AP	CAPZA1	sample_type
TCGA-HU-8604-01	TCGA-HU-8604-01	10.36	11.18	9.449	11.68	10.83	10.65	11.21	Primary Tumor
TCGA-BR-6454-11	TCGA-BR-6454-11	10.34	11.7	11.05	11.62	12.19	11.01	11.33	Solid Tissue Normal
TCGA-HU-A4GH-01	TCGA-HU-A4GH-01	10.33	11.98	10.57	11.61	12.22	11.68	12.16	Primary Tumor
TCGA-CG-4444-01	TCGA-CG-4444-01	10.32	11.67	10.8	11.22	11.23	11.34	12.08	Primary Tumor
TCGA-RD-A8NB-01	TCGA-RD-A8NB-01	10.32	11.49	11.22	11.06	11.45	11.7	11.72	Primary Tumor
TCGA-VQ-A94R-01	TCGA-VQ-A94R-01	10.32	11.34	11.38	11.17	11.87	13.11	11.66	Primary Tumor
TCGA-VQ-A8DU-01	TCGA-VQ-A8DU-01	10.31	12.25	10.67	10.88	11.53	11.8	11.71	Primary Tumor
TCGA-D7-A4YU-01	TCGA-D7-A4YU-01	10.31	11.24	10.99	10.97	11.68	12.54	11.77	Primary Tumor
TCGA-BR-8363-01	TCGA-BR-8363-01	10.3	11.87	11.6	11.87	9.964	12.79	11.93	Primary Tumor
TCGA-BR-8679-01	TCGA-BR-8679-01	10.29	11.96	11.57	10.74	12.23	12.38	11.19	Primary Tumor
TCGA-VQ-A94O-01	TCGA-VQ-A94O-01	10.29	10.5	11.55	11.7	12.46	11.74	11.72	Primary Tumor
TCGA-BR-8591-01	TCGA-BR-8591-01	10.28	11.81	11.11	11.39	11.99	11.89	11.59	Primary Tumor
TCGA-HU-A4H3-01	TCGA-HU-A4H3-01	10.28	11.68	11.88	10.99	11.43	12.3	11.96	Primary Tumor
TCGA-BR-6852-01	TCGA-BR-6852-01	10.28	11.66	10.83	11.76	12.39	12.19	11.77	Primary Tumor
TCGA-VQ-A8P8-01	TCGA-VQ-A8P8-01	10.28	11.41	11.51	11.11	11.3	11.83	11.51	Primary Tumor
TCGA-D7-5578-01	TCGA-D7-5578-01	10.28	10.93	10.9	11.34	12.28	10.07	11.4	Primary Tumor
TCGA-BR-8687-01	TCGA-BR-8687-01	10.27	12.98	11	11.15	11.57	11.37	10.99	Primary Tumor
TCGA-BR-7703-01	TCGA-BR-7703-01	10.27	12.32	11.04	11.52	11.64	10.95	12.02	Primary Tumor
TCGA-FP-7735-01	TCGA-FP-7735-01	10.26	11.47	10.68	11.2	12.97	10.68	11.54	Primary Tumor
TCGA-D7-A4YY-01	TCGA-D7-A4YY-01	10.25	12.15	11.45	11.3	11.68	10.63	11.85	Primary Tumor
TCGA-CG-5717-01	TCGA-CG-5717-01	10.25	11.81	11	11.22	11.32	11.25	11.62	Primary Tumor
TCGA-CG-4443-01	TCGA-CG-4443-01	10.25	11.67	10.77	11.93	11.43	11.68	10.9	Primary Tumor
TCGA-HU-A4GC-01	TCGA-HU-A4GC-01	10.24	13.34	11.45	10.79	12.47	11.69	11.79	Primary Tumor
TCGA-D7-6820-01	TCGA-D7-6820-01	10.23	12.57	9.969	11.02	12.95	10.84	11.46	Primary Tumor
TCGA-CD-5800-01	TCGA-CD-5800-01	10.23	11.59	10.36	12.34	12.38	9.617	11.6	Primary Tumor
TCGA-FP-A4BE-01	TCGA-FP-A4BE-01	10.23	11.06	11.19	11.57	12.01	11.93	12.3	Primary Tumor
TCGA-BR-8078-01	TCGA-BR-8078-01	10.22	11.8	11.25	11.6	10.69	11.89	11.8	Primary Tumor
TCGA-BR-A4J7-01	TCGA-BR-A4J7-01	10.22	10.95	10.96	10.98	11.23	10.63	11.03	Primary Tumor
TCGA-BR-A44T-01	TCGA-BR-A44T-01	10.22	10.7	10.78	11.5	10.46	9.929	11.65	Primary Tumor
TCGA-IN-AB1X-11	TCGA-IN-AB1X-11	10.21	11.94	11.85	10.59	10.57	11.36	11.84	Solid Tissue Normal
TCGA-IN-A6RJ-01	TCGA-IN-A6RJ-01	10.2	11.81	11.06	10.66	11.19	10.85	11.56	Primary Tumor
TCGA-D7-6815-01	TCGA-D7-6815-01	10.2	11.5	11.35	11.62	12.34	12.1	11.78	Primary Tumor
TCGA-CG-5725-01	TCGA-CG-5725-01	10.2	11.45	11.03	11.58	10.29	9.942	11.51	Primary Tumor
TCGA-CD-8534-01	TCGA-CD-8534-01	10.19	11.91	10.58	11.1	11.4	11.4	11.04	Primary Tumor
TCGA-IN-8462-01	TCGA-IN-8462-01	10.18	11.9	11.33	10.56	11.82	11.48	12.09	Primary Tumor
TCGA-RD-A8MV-01	TCGA-RD-A8MV-01	10.17	12.28	10.93	11.22	12.68	12.49	11.74	Primary Tumor
TCGA-BR-4362-01	TCGA-BR-4362-01	10.17	11.53	11.78	11.56	10.68	13.02	12.63	Primary Tumor
TCGA-BR-8289-01	TCGA-BR-8289-01	10.17	10.81	10.87	11.34	11.96	10.72	11.29	Primary Tumor
TCGA-CG-4437-01	TCGA-CG-4437-01	10.16	11.62	11.1	11.87	11.74	11.57	11.26	Primary Tumor
TCGA-CG-4466-01	TCGA-CG-4466-01	10.16	11.48	11.65	11.13	11.73	11.86	11.56	Primary Tumor
TCGA-BR-8486-01	TCGA-BR-8486-01	10.16	11.11	11.11	11.08	11.55	11.29	11.38	Primary Tumor
TCGA-IN-7806-01	TCGA-IN-7806-01	10.15	12.06	11.39	11.32	12.51	11.58	11.54	Primary Tumor
TCGA-BR-6564-11	TCGA-BR-6564-11	10.15	11.43	11.05	11.6	11.79	11.4	11.12	Solid Tissue Normal
TCGA-CD-8532-01	TCGA-CD-8532-01	10.14	12.12	11.26	11.56	12.28	10.86	11.66	Primary Tumor
TCGA-CG-5722-11	TCGA-CG-5722-11	10.14	12.09	10.88	11.61	12.2	11.21	11.04	Solid Tissue Normal
TCGA-D7-6520-01	TCGA-D7-6520-01	10.14	12.03	11.01	11.44	12.78	10.47	11.54	Primary Tumor
TCGA-HU-8608-01	TCGA-HU-8608-01	10.14	11.6	10.45	11.65	11.93	12.1	11.73	Primary Tumor
TCGA-BR-A452-01	TCGA-BR-A452-01	10.14	11.21	10.19	11.62	11.06	11	11.74	Primary Tumor
TCGA-VQ-A8PM-01	TCGA-VQ-A8PM-01	10.13	11.71	10.96	11.7	11.47	11.86	11.31	Primary Tumor
TCGA-VQ-A91D-01	TCGA-VQ-A91D-01	10.13	11.64	11.45	11.13	10.98	12.01	11.7	Primary Tumor
TCGA-MX-A666-01	TCGA-MX-A666-01	10.13	11.25	10.53	11.2	11.5	11.14	11.41	Primary Tumor
TCGA-VQ-A92D-01	TCGA-VQ-A92D-01	10.12	13.09	10.96	11.25	11.53	12.25	12.16	Primary Tumor
TCGA-D7-8576-01	TCGA-D7-8576-01	10.12	12.68	11.5	10.95	13.03	12.31	11.77	Primary Tumor
TCGA-BR-7717-01	TCGA-BR-7717-01	10.12	12.62	10.7	11	12.38	11.04	11.83	Primary Tumor
TCGA-VQ-A8PE-01	TCGA-VQ-A8PE-01	10.12	11.89	10.82	10.87	11.8	12.02	11.71	Primary Tumor
TCGA-CG-5734-01	TCGA-CG-5734-01	10.12	11.68	11.14	11.45	11.89	11.34	11.55	Primary Tumor
TCGA-BR-8381-01	TCGA-BR-8381-01	10.11	11.75	11.21	11.51	11.68	11.4	11.93	Primary Tumor
TCGA-HF-7134-01	TCGA-HF-7134-01	10.1	14.34	11.42	11.37	12.23	12.9	11.55	Primary Tumor
TCGA-VQ-A91X-01	TCGA-VQ-A91X-01	10.1	11.86	11.3	10.75	12.49	11.52	12.03	Primary Tumor
TCGA-CG-4438-01	TCGA-CG-4438-01	10.09	12.33	10.91	11.27	12.37	12.43	12.05	Primary Tumor
TCGA-VQ-A8PO-01	TCGA-VQ-A8PO-01	10.09	11.7	10.75	11.46	10.96	11.3	11.08	Primary Tumor
TCGA-VQ-A91S-01	TCGA-VQ-A91S-01	10.06	11.97	11.94	11.29	11.03	12.14	11.38	Primary Tumor
TCGA-BR-8362-01	TCGA-BR-8362-01	10.06	11.96	11.45	11.24	11.21	11.45	11.56	Primary Tumor
TCGA-CD-8533-01	TCGA-CD-8533-01	10.05	13.88	11.5	10.75	12.32	11.18	11.06	Primary Tumor
TCGA-CG-5720-01	TCGA-CG-5720-01	10.05	11.77	10.19	11.52	11.59	10.55	11.57	Primary Tumor
TCGA-CD-8526-01	TCGA-CD-8526-01	10.05	11.07	10.71	11.32	12.1	10.89	11.54	Primary Tumor
TCGA-CD-A48C-01	TCGA-CD-A48C-01	10.04	13.62	10.13	10.97	12.22	12.53	12.17	Primary Tumor
TCGA-IN-8462-11	TCGA-IN-8462-11	10.02	12.2	11.38	11	11.16	10.78	12.23	Solid Tissue Normal
TCGA-BR-8483-01	TCGA-BR-8483-01	10.02	12.18	11.49	11.02	12.7	11.02	10.29	Primary Tumor
TCGA-BR-7958-01	TCGA-BR-7958-01	10.02	11.27	11.3	11.36	12.21	11.62	11.54	Primary Tumor
TCGA-VQ-A8PU-01	TCGA-VQ-A8PU-01	10.01	14.02	11.52	11.4	13.03	13.15	11.9	Primary Tumor
TCGA-BR-6802-01	TCGA-BR-6802-01	10.01	11.9	11.12	11.59	11.58	12.12	11.56	Primary Tumor
TCGA-CG-5720-11	TCGA-CG-5720-11	10.01	11.79	10.73	11.5	12.09	11.01	11.32	Solid Tissue Normal
TCGA-CG-5721-01	TCGA-CG-5721-01	10.01	11.71	10.29	11.74	10.81	11.34	11.55	Primary Tumor
TCGA-BR-4253-01	TCGA-BR-4253-01	10.01	10.93	10.65	11.52	10.65	12.34	12.65	Primary Tumor
TCGA-HU-A4G3-01	TCGA-HU-A4G3-01	10	11.87	10.99	11.44	12.71	11.89	11.6	Primary Tumor
TCGA-VQ-A8P2-01	TCGA-VQ-A8P2-01	9.985	11.59	10.32	11.33	11.07	11.43	11.6	Primary Tumor
TCGA-BR-4366-01	TCGA-BR-4366-01	9.984	12.58	11.78	11.32	11.45	12.61	12.3	Primary Tumor
TCGA-FP-A9TM-01	TCGA-FP-A9TM-01	9.984	12.08	11.01	11.27	12.02	11.89	11.74	Primary Tumor
TCGA-BR-A4CS-01	TCGA-BR-A4CS-01	9.981	11.09	10.33	11.17	12.72	10.53	11.83	Primary Tumor
TCGA-CG-5732-01	TCGA-CG-5732-01	9.978	12.24	10.63	11.78	12.73	11.05	11.37	Primary Tumor
TCGA-BR-7197-01	TCGA-BR-7197-01	9.978	11.07	11.11	11.08	12.27	11.71	11.9	Primary Tumor
TCGA-BR-8382-01	TCGA-BR-8382-01	9.969	11.95	11.04	11.29	11.03	11.63	11.44	Primary Tumor
TCGA-D7-6817-01	TCGA-D7-6817-01	9.964	12.05	11.4	12.02	11.95	12.04	11.27	Primary Tumor
TCGA-VQ-A8PB-01	TCGA-VQ-A8PB-01	9.957	11.5	12.36	11.3	10.49	12.29	12.29	Primary Tumor
TCGA-VQ-A923-01	TCGA-VQ-A923-01	9.956	11.58	11.34	11.49	12.52	11.77	11.42	Primary Tumor
TCGA-FP-8211-01	TCGA-FP-8211-01	9.954	11.96	11.17	10.84	12.19	11.44	11.51	Primary Tumor
TCGA-VQ-A927-01	TCGA-VQ-A927-01	9.951	11.76	11.58	10.8	11.78	12.2	11.6	Primary Tumor
TCGA-FP-7916-01	TCGA-FP-7916-01	9.941	11.57	10.96	11.66	12.35	12.13	11.68	Primary Tumor
TCGA-VQ-AA6G-01	TCGA-VQ-AA6G-01	9.937	12.68	11.71	11.27	12.37	13.92	12.2	Primary Tumor
TCGA-VQ-A925-01	TCGA-VQ-A925-01	9.932	12.27	11.48	11.13	12.33	12.03	11.24	Primary Tumor
TCGA-D7-A6EY-01	TCGA-D7-A6EY-01	9.924	11.76	10.41	11.35	11.21	11.78	11.36	Primary Tumor
TCGA-HU-A4GN-01	TCGA-HU-A4GN-01	9.92	12.03	11.03	11.32	12.17	11.88	11.74	Primary Tumor
TCGA-BR-4368-01	TCGA-BR-4368-01	9.918	12.11	10.92	11.25	9.902	12.05	11.79	Primary Tumor
TCGA-HU-A4GQ-01	TCGA-HU-A4GQ-01	9.906	11.55	12.08	10.99	10.75	11.79	11.91	Primary Tumor
TCGA-BR-8690-01	TCGA-BR-8690-01	9.904	11.93	11.21	11.21	12.02	11.58	12.18	Primary Tumor
TCGA-R5-A7ZE-01	TCGA-R5-A7ZE-01	9.897	11.72	11.03	12.28	11.12	11.59	11.96	Primary Tumor
TCGA-FP-A8CX-01	TCGA-FP-A8CX-01	9.882	11.87	11.43	11.08	12.6	11.88	11.96	Primary Tumor
TCGA-B7-A5TK-01	TCGA-B7-A5TK-01	9.88	11.48	10.95	11.11	11.46	12.7	12.09	Primary Tumor
TCGA-CD-8525-01	TCGA-CD-8525-01	9.875	11.83	9.969	11.29	12.33	10.39	11.93	Primary Tumor
TCGA-HU-A4H8-01	TCGA-HU-A4H8-01	9.859	12.11	11.39	11.23	11.26	12.41	11.84	Primary Tumor
TCGA-BR-4371-01	TCGA-BR-4371-01	9.856	11.29	11.42	11.13	11.78	11.81	12.67	Primary Tumor
TCGA-BR-A44U-01	TCGA-BR-A44U-01	9.854	11.78	11.15	10.2	11.74	10.75	11.7	Primary Tumor
TCGA-CD-A48A-01	TCGA-CD-A48A-01	9.849	10.97	11.29	11.35	12.69	11.14	11.92	Primary Tumor
TCGA-D7-6822-01	TCGA-D7-6822-01	9.844	10.37	10.7	11.76	10.61	12.08	11.52	Primary Tumor
TCGA-BR-7722-01	TCGA-BR-7722-01	9.829	12.07	11.03	11.13	12.69	11.2	11.22	Primary Tumor
TCGA-BR-7707-01	TCGA-BR-7707-01	9.829	11.88	10.66	11.35	11.77	10.98	11.77	Primary Tumor
TCGA-IN-7806-11	TCGA-IN-7806-11	9.829	11.77	11.56	11.04	11.08	11	11.87	Solid Tissue Normal
TCGA-VQ-A8E3-01	TCGA-VQ-A8E3-01	9.815	11.53	11.81	11.28	11.67	12.08	12.24	Primary Tumor
TCGA-BR-4294-01	TCGA-BR-4294-01	9.81	9.176	11.2	10.9	10.7	10.6	10.97	Primary Tumor
TCGA-BR-6457-11	TCGA-BR-6457-11	9.801	11.41	11.03	11.76	12	11.32	11.35	Solid Tissue Normal
TCGA-CD-8531-01	TCGA-CD-8531-01	9.801	8.707	8.555	12.45	13.64	10.25	11.55	Primary Tumor
TCGA-CD-8536-01	TCGA-CD-8536-01	9.8	11.87	11.6	10.99	11.02	11.12	12.34	Primary Tumor
TCGA-HU-8244-01	TCGA-HU-8244-01	9.799	11.6	10.91	11.07	12.46	11.68	11.76	Primary Tumor
TCGA-HJ-7597-01	TCGA-HJ-7597-01	9.795	11.88	11.64	11.48	11.43	12.5	12.04	Primary Tumor
TCGA-BR-8077-01	TCGA-BR-8077-01	9.795	11.54	10.78	10.81	11.25	11.09	11.7	Primary Tumor
TCGA-HU-8243-01	TCGA-HU-8243-01	9.79	12.56	11.24	11.52	12.75	12.1	12.01	Primary Tumor
TCGA-BR-8295-01	TCGA-BR-8295-01	9.79	10.59	11.35	11.87	11.57	10.76	11.17	Primary Tumor
TCGA-CG-5718-01	TCGA-CG-5718-01	9.789	11.49	11	11.47	11.95	11.64	10.74	Primary Tumor
TCGA-D7-A6EZ-01	TCGA-D7-A6EZ-01	9.788	11.04	10.45	12.02	11.1	11.23	11.55	Primary Tumor
TCGA-HU-A4G9-01	TCGA-HU-A4G9-01	9.781	11.75	11.46	11.34	11.51	12.26	11.62	Primary Tumor
TCGA-VQ-AA6B-01	TCGA-VQ-AA6B-01	9.776	11.88	11.84	11.22	12.38	11.51	11.34	Primary Tumor
TCGA-CD-8527-01	TCGA-CD-8527-01	9.763	10.96	10.76	11.59	12.36	10.91	11.81	Primary Tumor
TCGA-BR-8484-01	TCGA-BR-8484-01	9.754	11.61	11.21	11.24	12.1	11.82	11.44	Primary Tumor
TCGA-HU-A4GF-01	TCGA-HU-A4GF-01	9.754	11.46	11.2	11.03	12.4	11.87	11.93	Primary Tumor
TCGA-3M-AB46-01	TCGA-3M-AB46-01	9.728	11.27	11.33	11.4	11.31	13.04	12.41	Primary Tumor
TCGA-IN-A6RL-01	TCGA-IN-A6RL-01	9.72	12.07	11.71	11.37	11.37	12.52	11.17	Primary Tumor
TCGA-BR-8286-01	TCGA-BR-8286-01	9.711	11.65	11.36	11.33	11.46	11.76	11.87	Primary Tumor
TCGA-BR-A4J1-01	TCGA-BR-A4J1-01	9.705	11.3	11.26	10.73	11.99	10.63	12.23	Primary Tumor
TCGA-RD-A8N6-01	TCGA-RD-A8N6-01	9.701	11.22	10.94	10.74	12.08	11.04	11.39	Primary Tumor
TCGA-VQ-A8E0-01	TCGA-VQ-A8E0-01	9.688	12.06	11.06	11.5	12.04	12.14	11.81	Primary Tumor
TCGA-EQ-A4SO-01	TCGA-EQ-A4SO-01	9.686	12.17	11.5	10.58	12.46	11.91	11.53	Primary Tumor
TCGA-IN-A6RS-01	TCGA-IN-A6RS-01	9.677	11.28	10.8	10.97	11.58	11.72	11.82	Primary Tumor
TCGA-BR-7704-01	TCGA-BR-7704-01	9.662	11.96	10.6	11.53	12.26	10.59	11.82	Primary Tumor
TCGA-RD-A8N0-01	TCGA-RD-A8N0-01	9.656	11.35	11.22	11	10.62	11.75	11.59	Primary Tumor
TCGA-IN-A6RN-01	TCGA-IN-A6RN-01	9.65	12.11	10.49	11.83	11.57	11.67	11.66	Primary Tumor
TCGA-SW-A7EB-01	TCGA-SW-A7EB-01	9.639	11.01	11.07	10.82	12.5	11.09	11.64	Primary Tumor
TCGA-RD-A7C1-01	TCGA-RD-A7C1-01	9.637	12.74	11.49	11.32	12.33	11.02	11.76	Primary Tumor
TCGA-D7-8575-01	TCGA-D7-8575-01	9.637	12.68	11.13	11.57	11.97	13.16	11.56	Primary Tumor
TCGA-BR-7716-11	TCGA-BR-7716-11	9.597	12.04	11.21	11.54	12.06	11.7	11.59	Solid Tissue Normal
TCGA-D7-A4YX-01	TCGA-D7-A4YX-01	9.58	11.87	10.86	11.46	12.08	12.39	11.47	Primary Tumor
TCGA-F1-6875-01	TCGA-F1-6875-01	9.578	12.6	10.87	11.64	11.56	10.74	11.55	Primary Tumor
TCGA-CG-4436-01	TCGA-CG-4436-01	9.562	11.1	11.85	11.55	11.21	11.92	12.12	Primary Tumor
TCGA-VQ-A91E-01	TCGA-VQ-A91E-01	9.56	12.23	11.73	11.32	12.52	11.97	11.64	Primary Tumor
TCGA-BR-6453-11	TCGA-BR-6453-11	9.548	11.51	11.29	11.37	11.56	11.73	11.83	Solid Tissue Normal
TCGA-CG-5723-01	TCGA-CG-5723-01	9.542	11.11	11.5	11.51	9.214	12.37	12.03	Primary Tumor
TCGA-VQ-A8DZ-01	TCGA-VQ-A8DZ-01	9.534	12.65	10.23	11.37	12.39	11.55	12.34	Primary Tumor
TCGA-CG-5716-01	TCGA-CG-5716-01	9.518	12.06	10.92	11.61	12.29	11.23	11.86	Primary Tumor
TCGA-HF-7131-01	TCGA-HF-7131-01	9.505	12.7	11.86	11.56	13.02	12.56	12.34	Primary Tumor
TCGA-KB-A6F7-01	TCGA-KB-A6F7-01	9.502	11.47	11.03	11.71	11.53	11.34	11.88	Primary Tumor
TCGA-HU-8238-01	TCGA-HU-8238-01	9.5	11.61	11.33	11.04	12.31	11.73	11.18	Primary Tumor
TCGA-D7-6527-01	TCGA-D7-6527-01	9.493	11.28	11.16	11.23	11.83	10.97	11.17	Primary Tumor
TCGA-R5-A7ZF-01	TCGA-R5-A7ZF-01	9.49	10.96	11.39	10.84	9.61	11.45	11.45	Primary Tumor
TCGA-SW-A7EA-01	TCGA-SW-A7EA-01	9.487	12.59	11.77	10.86	11.29	12.71	12.26	Primary Tumor
TCGA-VQ-A8PJ-01	TCGA-VQ-A8PJ-01	9.462	12.14	10.68	11.69	12.87	12.28	11.57	Primary Tumor
TCGA-BR-A4PF-01	TCGA-BR-A4PF-01	9.45	11.44	10.75	11.08	11.67	11.41	11.63	Primary Tumor
TCGA-BR-8368-01	TCGA-BR-8368-01	9.432	11.94	11.44	11.55	11.78	11.85	12.1	Primary Tumor
TCGA-BR-A4CR-01	TCGA-BR-A4CR-01	9.432	10.75	11.15	11.08	11.41	12.09	11.92	Primary Tumor
TCGA-HU-A4GP-01	TCGA-HU-A4GP-01	9.429	12.18	12.01	11.34	12.55	12.2	12.12	Primary Tumor
TCGA-BR-A4J4-01	TCGA-BR-A4J4-01	9.423	12.08	11.09	11.74	13.15	11.72	11.88	Primary Tumor
TCGA-D7-A6EV-01	TCGA-D7-A6EV-01	9.42	13.6	11.16	11.03	12.37	11.94	11.19	Primary Tumor
TCGA-HU-A4H6-01	TCGA-HU-A4H6-01	9.413	13.07	10.71	11.18	11.78	12.11	11.52	Primary Tumor
TCGA-CD-5801-01	TCGA-CD-5801-01	9.412	11.3	10.86	11.45	11.82	10.82	11.3	Primary Tumor
TCGA-CG-5734-11	TCGA-CG-5734-11	9.397	11.44	11.43	11.33	12.12	11.3	11.46	Solid Tissue Normal
TCGA-HU-8249-01	TCGA-HU-8249-01	9.386	10.9	9.753	11.17	11.74	12.37	11.25	Primary Tumor
TCGA-HU-A4G8-01	TCGA-HU-A4G8-01	9.365	12.37	11.52	11.4	10.26	12.15	11.87	Primary Tumor
TCGA-BR-6458-11	TCGA-BR-6458-11	9.362	11.86	11.18	11.54	12.02	11.93	11.45	Solid Tissue Normal
TCGA-BR-A4QI-01	TCGA-BR-A4QI-01	9.359	11.25	11.13	10.73	11.08	12.72	11.11	Primary Tumor
TCGA-VQ-AA6A-01	TCGA-VQ-AA6A-01	9.35	12.17	11.08	11.8	12.54	12.16	11.26	Primary Tumor
TCGA-VQ-A8DV-01	TCGA-VQ-A8DV-01	9.337	10.86	11.11	11.25	11.13	11.07	11.63	Primary Tumor
TCGA-VQ-A91V-01	TCGA-VQ-A91V-01	9.326	12.14	11.93	11.33	12.71	12.04	12.14	Primary Tumor
TCGA-VQ-A8PX-01	TCGA-VQ-A8PX-01	9.314	12.33	11.21	10.82	12.46	12.5	11.83	Primary Tumor
TCGA-BR-6454-01	TCGA-BR-6454-01	9.3	12.37	10.3	11.76	13.17	10.93	11.11	Primary Tumor
TCGA-BR-4280-01	TCGA-BR-4280-01	9.297	11.7	11.07	11.28	11.54	10.94	12.21	Primary Tumor
TCGA-HU-A4HB-01	TCGA-HU-A4HB-01	9.282	11.41	11.29	11.58	11.7	11.97	12.1	Primary Tumor
TCGA-IN-A6RR-01	TCGA-IN-A6RR-01	9.281	12.32	11.42	11.25	11.91	12.68	12.34	Primary Tumor
TCGA-HU-A4G2-01	TCGA-HU-A4G2-01	9.274	12.04	11.35	11.02	11.71	12.11	11.97	Primary Tumor
TCGA-CG-5722-01	TCGA-CG-5722-01	9.266	11.4	10.52	11.53	11.74	10.39	11.33	Primary Tumor
TCGA-IN-A6RO-01	TCGA-IN-A6RO-01	9.265	12.28	11.03	11.37	11.31	12.23	12.05	Primary Tumor
TCGA-BR-7717-11	TCGA-BR-7717-11	9.263	10.84	10.46	11.73	10.8	10.56	12.13	Solid Tissue Normal
TCGA-CG-5730-11	TCGA-CG-5730-11	9.258	11.23	11.27	11.45	11.93	11.79	11.53	Solid Tissue Normal
TCGA-BR-8589-01	TCGA-BR-8589-01	9.233	12.49	10.4	11.55	12.33	11.6	11.71	Primary Tumor
TCGA-BR-4292-01	TCGA-BR-4292-01	9.226	11.42	11.48	11.35	11.71	12.12	12.19	Primary Tumor
TCGA-KB-A93J-01	TCGA-KB-A93J-01	9.219	12.4	11.17	11.83	12.35	13.1	12.2	Primary Tumor
TCGA-HU-A4H4-01	TCGA-HU-A4H4-01	9.217	11.68	11.11	11.71	11.81	12.67	11.83	Primary Tumor
TCGA-VQ-A8DT-01	TCGA-VQ-A8DT-01	9.212	12.07	11.78	11.14	11.53	12.14	11.71	Primary Tumor
TCGA-VQ-A91N-01	TCGA-VQ-A91N-01	9.207	12.11	11.32	11.2	11.87	11.67	11.52	Primary Tumor
TCGA-VQ-AA69-01	TCGA-VQ-AA69-01	9.2	11.1	11.03	11.22	11.5	11.57	11.35	Primary Tumor
TCGA-D7-5577-01	TCGA-D7-5577-01	9.195	11.59	10.69	11.48	11.63	11.88	11.93	Primary Tumor
TCGA-CG-4440-01	TCGA-CG-4440-01	9.192	12.15	11.68	11.12	11.64	12.01	12.28	Primary Tumor
TCGA-KB-A93H-01	TCGA-KB-A93H-01	9.185	12.38	10.92	10.85	11.67	11.77	12.01	Primary Tumor
TCGA-CG-5733-11	TCGA-CG-5733-11	9.182	11.5	10.84	11.61	11.81	11.49	11.56	Solid Tissue Normal
TCGA-BR-6455-01	TCGA-BR-6455-01	9.18	12.12	10.28	11.37	12.24	11.38	11.43	Primary Tumor
TCGA-IN-7808-01	TCGA-IN-7808-01	9.155	10.37	10.45	11.36	11.13	10.63	11.47	Primary Tumor
TCGA-HU-A4GD-01	TCGA-HU-A4GD-01	9.142	10.86	10.12	11.09	11.54	11.01	11.92	Primary Tumor
TCGA-BR-6852-11	TCGA-BR-6852-11	9.141	11.66	10.75	11.48	11.94	10.98	11.75	Solid Tissue Normal
TCGA-BR-A4PD-01	TCGA-BR-A4PD-01	9.114	11.78	11.61	11.42	13.33	11.71	12.46	Primary Tumor
TCGA-HU-A4G6-01	TCGA-HU-A4G6-01	9.101	11.87	10.72	11.05	12.26	11.63	11.34	Primary Tumor
TCGA-BR-7715-11	TCGA-BR-7715-11	9.089	10.91	10.44	11.75	10.83	10.69	12.14	Solid Tissue Normal
TCGA-HU-A4H5-01	TCGA-HU-A4H5-01	9.078	11.38	10.55	11.14	11.61	12.22	11.43	Primary Tumor
TCGA-VQ-AA68-01	TCGA-VQ-AA68-01	9.075	12.56	11.75	11.44	11.98	13.66	11.87	Primary Tumor
TCGA-CD-A4MH-01	TCGA-CD-A4MH-01	9.073	11.96	11.2	9.815	11.91	11.36	11.5	Primary Tumor
TCGA-VQ-A91U-01	TCGA-VQ-A91U-01	9.065	11.8	11.86	11.16	11.38	13.16	12.28	Primary Tumor
TCGA-VQ-AA6I-01	TCGA-VQ-AA6I-01	9.062	11.53	11.62	10.81	11.91	11.75	11.68	Primary Tumor
TCGA-D7-A6EX-01	TCGA-D7-A6EX-01	9.003	11.69	10.84	10.8	11.73	10.25	11.01	Primary Tumor
TCGA-BR-8487-01	TCGA-BR-8487-01	9	11.65	10.7	11.28	11.43	11.49	11.84	Primary Tumor
TCGA-IN-8663-11	TCGA-IN-8663-11	8.984	11.8	11.93	10.8	10.22	11.39	12.22	Solid Tissue Normal
TCGA-HU-A4GJ-01	TCGA-HU-A4GJ-01	8.978	10.65	10.37	11.92	10.5	10.95	12.04	Primary Tumor
TCGA-VQ-A8PH-01	TCGA-VQ-A8PH-01	8.957	10.99	11.07	10.62	11.84	10.86	11.83	Primary Tumor
TCGA-RD-A7BT-01	TCGA-RD-A7BT-01	8.938	11.39	10.8	10.57	11.74	11.7	11.48	Primary Tumor
TCGA-D7-A6F0-01	TCGA-D7-A6F0-01	8.913	10.32	10.81	11.49	12.62	11.3	11.24	Primary Tumor
TCGA-BR-6707-01	TCGA-BR-6707-01	8.897	11.37	10.65	11.38	12.15	11.42	11.75	Primary Tumor
TCGA-BR-8676-01	TCGA-BR-8676-01	8.892	10.7	10.59	10.86	11.21	11.36	12.22	Primary Tumor
TCGA-BR-7851-11	TCGA-BR-7851-11	8.875	11.61	11.81	11.45	12.23	12.46	11.68	Solid Tissue Normal
TCGA-CG-5721-11	TCGA-CG-5721-11	8.872	11.58	11.31	11.34	11.74	11.34	11.58	Solid Tissue Normal
TCGA-D7-A74A-01	TCGA-D7-A74A-01	8.848	11.42	11.45	10.62	11.93	11.99	11.42	Primary Tumor
TCGA-CG-5726-01	TCGA-CG-5726-01	8.819	11.64	11.68	11.27	12.07	11.23	11.27	Primary Tumor
